DATE,PRECTOT,PS,QV2M,RH2M,T2M,T2MWET,T2M_MAX,T2M_MIN,T2M_RANGE,TS,WS10M,WS10M_MAX,WS10M_MIN,WS10M_RANGE,WS50M,WS50M_MAX,WS50M_MIN,WS50M_RANGE
19810101,0.0,99.4,5.67,51.7,15.36,5.45,23.98,9.3,14.68,14.8,2.14,3.03,1.21,1.82,3.23,4.83,1.21,3.62
19810102,0.0,99.45,5.44,47.83,15.94,4.89,23.98,10.35,13.64,14.9,1.45,2.47,0.2,2.27,2.09,4.35,0.29,4.06
19810103,0.0,99.41,5.64,48.53,16.28,5.39,24.05,11.15,12.9,15.46,1.94,2.58,0.51,2.07,2.86,4.61,0.64,3.98
19810104,0.01,99.36,5.98,49.46,16.87,6.23,24.47,11.8,12.68,15.88,1.9,3.06,0.43,2.63,2.78,4.61,0.47,4.14
19810105,0.13,99.34,5.98,48.41,17.22,6.24,24.36,11.31,13.05,16.24,1.92,2.88,0.78,2.1,2.8,4.29,0.81,3.48
19810106,0.86,99.24,6.38,51.63,17.21,7.12,24.03,11.3,12.73,16.56,1.92,3.1,0.85,2.25,2.77,4.74,0.72,4.02
19810107,0.64,99.33,6.83,58.75,16.25,8.17,20.7,11.69,9.01,15.77,1.78,3.6,0.55,3.05,2.64,5.67,0.64,5.03
19810108,0.74,99.5,5.8,56.2,14.43,5.83,21.51,9.75,11.76,14.01,2.42,3.74,1.19,2.55,3.45,4.4,1.78,2.61
19810109,0.36,99.83,5.25,52.34,14.05,4.46,21.17,9.01,12.16,13.51,1.73,2.47,0.46,2.0,2.49,4.28,0.68,3.6
19810110,0.0,99.97,4.89,46.6,14.76,3.46,22.53,8.63,13.9,13.76,1.59,2.27,0.53,1.74,2.28,3.93,0.59,3.34
19810111,0.0,100.06,5.03,55.27,12.59,3.82,17.36,9.48,7.88,11.2,1.96,3.05,0.58,2.48,3.14,5.61,0.9,4.71
19810112,0.05,100.2,6.26,61.41,14.34,6.95,19.29,10.56,8.73,14.37,1.43,2.54,0.66,1.88,2.14,4.0,1.18,2.82
19810113,3.98,100.01,6.91,66.58,14.59,8.44,21.02,9.73,11.29,14.66,2.32,3.17,1.68,1.5,3.88,6.13,2.0,4.13
19810114,0.0,99.89,5.83,55.82,14.67,5.95,23.37,8.7,14.68,14.38,2.66,4.22,1.26,2.95,4.12,6.16,1.6,4.56
19810115,0.0,100.0,4.34,42.11,14.49,1.79,23.82,8.46,15.36,13.82,3.0,3.95,2.26,1.69,4.56,5.41,3.19,2.22
19810116,0.0,100.04,4.12,37.98,15.31,1.03,25.28,8.24,17.04,14.51,2.3,2.91,0.53,2.38,3.63,5.38,0.43,4.95
19810117,0.13,99.94,4.48,37.6,16.75,2.15,26.19,11.04,15.16,15.47,2.04,3.09,0.52,2.57,3.16,5.92,0.43,5.49
