DATE,PRECTOT,PS,QV2M,RH2M,T2M,T2MWET,T2M_MAX,T2M_MIN,T2M_RANGE,TS,WS10M,WS10M_MAX,WS10M_MIN,WS10M_RANGE,WS50M,WS50M_MAX,WS50M_MIN,WS50M_RANGE
19810101,0.0,92.25,4.82,47.77,12.93,1.94,20.09,8.77,11.32,9.76,1.76,3.29,0.6,2.69,2.12,3.57,0.63,2.95
19810102,0.0,92.32,4.85,48.57,12.79,2.07,19.39,8.83,10.56,9.55,1.56,2.59,0.57,2.02,1.89,2.98,0.55,2.43
19810103,0.81,92.29,5.36,51.72,13.34,3.51,19.27,9.09,10.18,10.88,1.67,3.0,0.08,2.92,2.05,3.12,0.3,2.82
19810104,0.7,92.24,5.9,60.32,12.45,4.87,19.23,7.1,12.13,10.79,2.14,3.85,0.61,3.24,2.75,4.25,0.87,3.38
19810105,1.67,92.24,6.19,63.35,12.43,5.57,18.23,7.91,10.32,10.75,1.82,2.49,0.38,2.12,2.39,3.67,0.43,3.24
19810106,0.63,92.13,5.99,65.03,11.53,4.98,16.61,7.33,9.28,9.98,1.79,3.13,0.15,2.98,2.25,3.32,0.15,3.17
19810107,0.59,92.18,5.75,66.81,10.51,4.52,15.63,6.9,8.73,9.19,1.35,1.88,0.48,1.4,1.7,2.66,0.46,2.19
19810108,0.14,92.31,4.91,59.14,10.01,2.27,15.85,5.76,10.1,7.92,1.61,2.67,0.39,2.28,1.91,2.59,0.52,2.07
19810109,0.01,92.62,4.63,55.74,10.05,1.47,16.35,5.78,10.58,7.81,1.7,2.84,0.61,2.23,2.02,2.7,0.79,1.91
19810110,0.0,92.76,4.45,51.45,10.68,0.92,17.31,5.54,11.78,7.95,1.69,2.72,0.76,1.96,2.01,2.86,0.54,2.31
19810111,0.0,92.81,4.64,53.73,10.65,1.41,17.31,6.14,11.17,8.15,1.89,3.52,0.81,2.7,2.42,3.94,1.13,2.82
19810112,4.95,92.95,5.16,67.73,8.82,2.94,14.87,5.34,9.54,7.55,1.85,2.7,0.77,1.94,2.51,3.29,1.22,2.07
19810113,2.57,92.85,5.11,62.95,9.74,2.79,16.13,5.19,10.93,7.41,1.72,2.92,0.58,2.33,2.14,3.02,0.73,2.28
19810114,0.24,92.72,4.04,44.6,11.37,-0.41,18.43,6.47,11.96,7.88,1.69,3.15,0.3,2.85,1.97,3.22,0.38,2.84
19810115,0.0,92.82,3.92,41.39,12.08,-0.77,18.82,7.44,11.38,8.24,1.33,2.54,0.13,2.41,1.5,2.33,0.2,2.14
19810116,0.0,92.88,4.41,43.98,12.96,0.8,19.43,8.1,11.33,9.21,1.58,2.85,0.31,2.54,1.82,2.62,0.29,2.33
19810117,0.92,92.84,5.06,44.46,14.89,2.67,21.22,10.4,10.82,11.35,1.54,3.01,0.48,2.53,1.82,3.16,0.67,2.48
19810118,0.07,92.51,5.12,49.16,13.46,2.92,18.9,8.75,10.15,10.83,1.74,3.34,0.61,2.73,2.06,3.29,0.88,2.41
19810119,0.01,92.4,5.02,52.06,12.26,2.61,18.75,8.05,10.7,9.66,1.94,3.65,0.3,3.35,2.32,3.71,0.38,3.33
19810120,0.0,92.53,5.0,51.26,12.44,2.53,19.44,7.44,12.0,10.21,2.08,3.65,0.69,2.96,2.57,3.68,0.68,3.0
19810121,0.0,92.43,5.33,51.49,13.35,3.47,19.48,9.51,9.97,11.38,1.5,2.23,0.26,1.97,1.98,3.08,0.26,2.82
19810122,0.0,92.27,5.62,54.38,13.3,4.25,19.43,8.13,11.3,12.07,2.09,3.37,0.26,3.12,2.68,3.66,0.24,3.42
19810123,0.99,92.2,5.87,59.64,12.53,4.85,18.75,8.68,10.07,11.86,2.14,3.09,0.42,2.67,3.1,5.32,0.63,4.69
19810124,47.46,92.23,6.64,83.39,9.34,6.54,12.61,7.24,5.37,8.44,3.76,6.12,1.89,4.23,5.55,7.98,3.38,4.59
19810125,14.44,92.63,5.72,72.36,9.31,4.13,14.46,5.49,8.97,6.77,1.93,2.74,0.31,2.44,2.73,4.03,0.14,3.89
19810126,0.02,92.89,4.79,58.4,9.91,1.65,16.91,3.48,13.43,7.45,1.82,2.74,0.83,1.91,2.32,3.66,0.89,2.77
19810127,0.0,92.77,4.55,51.6,10.97,1.0,18.84,3.62,15.22,8.66,2.27,3.09,0.9,2.19,2.97,4.25,1.15,3.1
