DATE,PRECTOT,PS,QV2M,RH2M,T2M,T2MWET,T2M_MAX,T2M_MIN,T2M_RANGE,TS,WS10M,WS10M_MAX,WS10M_MIN,WS10M_RANGE,WS50M,WS50M_MAX,WS50M_MIN,WS50M_RANGE
19810101,0.01,80.03,4.38,56.79,6.8,-1.91,13.14,3.05,10.08,4.09,1.64,3.9,0.15,3.74,1.61,3.18,0.12,3.06
19810102,0.1,80.09,4.65,60.13,6.86,-1.15,12.78,3.82,8.97,4.29,1.74,4.1,0.18,3.92,1.7,3.45,0.17,3.28
19810103,0.0,80.04,5.11,68.94,6.23,0.21,11.85,2.41,9.44,4.51,1.6,3.81,0.22,3.6,1.58,3.1,0.23,2.87
19810104,1.05,79.94,5.12,75.57,4.91,0.14,9.7,1.62,8.08,3.71,1.51,3.57,0.15,3.42,1.48,3.09,0.23,2.86
19810105,0.19,79.92,4.77,73.25,4.36,-0.79,9.74,0.59,9.15,2.91,1.74,4.11,0.23,3.88,1.77,3.5,0.27,3.23
19810106,0.11,79.81,4.67,72.78,4.11,-1.15,9.84,0.33,9.52,3.19,1.99,4.51,0.59,3.92,1.99,3.82,0.75,3.07
19810107,1.39,79.81,5.12,84.65,3.27,0.15,7.24,0.8,6.44,3.24,1.62,3.89,0.09,3.8,1.62,3.36,0.16,3.2
19810108,2.2,79.89,4.46,74.18,3.21,-1.92,9.13,-0.5,9.63,2.2,1.61,3.94,0.2,3.75,1.53,3.18,0.23,2.96
19810109,1.54,80.16,3.92,67.91,2.67,-3.6,8.58,-1.35,9.93,0.56,1.75,3.85,0.41,3.44,1.67,3.02,0.47,2.55
19810110,0.0,80.36,3.7,57.62,4.25,-4.24,10.72,-0.22,10.94,1.26,1.51,3.54,0.43,3.11,1.46,2.88,0.45,2.43
19810111,0.02,80.47,3.69,57.88,4.16,-4.29,9.77,0.38,9.39,1.61,1.28,2.56,0.3,2.26,1.43,2.33,0.36,1.97
19810112,0.01,80.53,5.26,82.96,4.08,0.78,8.8,1.42,7.39,3.56,1.41,3.63,0.5,3.13,1.42,2.96,0.64,2.32
19810113,0.04,80.38,4.91,75.94,4.32,-0.63,9.72,0.99,8.73,3.05,1.51,3.52,0.22,3.3,1.53,3.01,0.23,2.78
19810114,0.0,80.33,4.57,64.11,5.72,-1.84,12.32,1.04,11.28,3.67,1.61,3.85,0.33,3.51,1.58,3.22,0.56,2.65
19810115,0.0,80.5,3.63,48.38,6.5,-4.59,14.37,0.37,14.0,3.72,1.97,3.72,0.69,3.03,1.94,3.1,0.37,2.73
