DATE,PRECTOT,PS,QV2M,RH2M,T2M,T2MWET,T2M_MAX,T2M_MIN,T2M_RANGE,TS,WS10M,WS10M_MAX,WS10M_MIN,WS10M_RANGE,WS50M,WS50M_MAX,WS50M_MIN,WS50M_RANGE
19810101,0.0,78.22,3.72,51.67,5.48,-4.01,12.62,0.03,12.59,2.34,2.01,3.45,0.8,2.65,2.1,3.01,0.97,2.04
19810102,0.0,78.27,3.81,52.04,5.74,-3.74,11.36,2.72,8.64,2.11,1.55,3.05,0.13,2.92,1.55,2.47,0.2,2.27
19810103,0.52,78.23,4.37,62.85,4.98,-1.8,10.27,1.52,8.75,3.06,1.48,3.62,0.27,3.35,1.54,3.12,0.39,2.73
19810104,0.45,78.14,4.41,69.14,3.75,-1.66,9.83,-0.01,9.85,2.42,1.89,3.86,0.39,3.47,2.01,3.37,0.44,2.92
19810105,1.52,78.15,4.6,75.64,3.07,-1.06,7.41,0.05,7.37,2.08,1.66,3.04,0.51,2.54,1.84,2.77,0.67,2.1
19810106,0.62,78.0,4.38,75.78,2.31,-1.88,7.33,-0.84,8.16,1.45,1.85,3.68,0.93,2.75,1.95,3.32,0.96,2.35
19810107,0.99,77.97,4.14,78.56,1.04,-2.57,5.15,-2.14,7.29,0.25,1.41,2.72,0.44,2.28,1.49,2.33,0.55,1.77
19810108,0.19,78.07,3.46,65.81,1.01,-5.07,6.74,-2.89,9.62,-0.68,1.68,3.43,0.54,2.89,1.69,2.81,0.6,2.21
19810109,0.0,78.34,3.24,60.64,1.28,-5.82,7.39,-3.01,10.41,-0.49,1.82,3.52,0.49,3.03,1.81,2.8,0.64,2.16
19810110,0.0,78.51,3.02,52.61,2.34,-6.78,8.35,-1.95,10.3,-0.21,1.72,3.32,0.4,2.92,1.76,2.74,0.51,2.22
19810111,0.0,78.56,3.07,52.68,2.53,-6.51,8.63,-0.64,9.27,-0.05,1.98,4.34,0.43,3.91,2.16,4.27,0.54,3.73
19810112,5.31,78.58,3.54,67.41,1.08,-4.91,5.61,-1.77,7.38,-0.57,1.48,2.93,0.5,2.42,1.55,2.49,0.73,1.76
19810113,3.48,78.53,3.98,70.61,2.07,-3.17,8.2,-1.86,10.06,0.27,1.71,3.42,0.8,2.61,1.75,2.73,0.9,1.82
19810114,0.02,78.55,3.03,48.64,3.47,-6.69,11.15,-2.94,14.1,0.3,2.04,2.95,0.59,2.36,2.07,3.28,0.65,2.63
19810115,0.0,78.69,3.07,44.27,5.05,-6.28,11.88,0.33,11.55,1.42,1.81,2.59,0.54,2.05,1.78,2.27,0.75,1.53
19810116,0.0,78.83,3.5,44.33,6.94,-4.67,13.53,3.04,10.49,2.73,1.79,2.88,0.72,2.17,1.83,2.44,0.74,1.7
19810117,1.43,78.82,3.8,45.68,7.71,-3.6,13.59,4.74,8.85,3.89,1.76,3.14,0.46,2.68,1.87,2.72,0.59,2.14
