DATE,PRECTOT,PS,QV2M,RH2M,T2M,T2MWET,T2M_MAX,T2M_MIN,T2M_RANGE,TS,WS10M,WS10M_MAX,WS10M_MIN,WS10M_RANGE,WS50M,WS50M_MAX,WS50M_MIN,WS50M_RANGE
19810101,0.0,89.3,4.76,50.14,11.5,1.28,18.19,7.39,10.8,8.35,1.98,3.85,0.91,2.94,2.36,4.07,1.12,2.94
19810102,0.0,89.37,4.81,50.45,11.6,1.51,17.84,7.92,9.92,8.34,1.65,3.07,0.61,2.46,1.91,2.96,0.59,2.37
19810103,0.36,89.33,5.27,55.31,11.57,2.8,17.59,7.84,9.75,9.36,1.81,3.37,0.52,2.85,2.19,3.19,0.76,2.44
19810104,0.38,89.27,5.5,60.66,10.81,3.34,17.3,6.76,10.54,9.11,2.24,4.03,0.39,3.64,2.82,4.36,0.63,3.73
19810105,1.64,89.28,5.78,64.28,10.67,4.07,16.31,6.79,9.52,9.24,1.99,2.84,1.03,1.81,2.54,3.28,1.4,1.87
19810106,1.66,89.17,5.72,66.63,9.97,3.83,15.4,6.16,9.25,8.47,1.77,3.47,0.3,3.17,2.16,3.51,0.31,3.2
19810107,0.65,89.2,5.45,69.12,8.71,3.22,13.63,4.75,8.88,7.65,1.43,2.09,0.19,1.9,1.75,2.51,0.31,2.2
19810108,0.42,89.32,4.65,61.79,8.07,0.97,14.05,4.32,9.73,6.25,1.83,3.35,0.65,2.7,2.16,3.2,0.9,2.3
19810109,0.03,89.61,4.43,57.73,8.38,0.28,14.43,4.67,9.76,6.25,1.71,3.03,0.93,2.09,1.96,2.7,1.12,1.58
19810110,0.0,89.76,4.3,53.02,9.22,-0.15,15.34,4.63,10.71,6.63,1.61,2.99,0.41,2.57,1.85,2.66,0.6,2.06
19810111,0.0,89.8,4.28,53.56,9.03,-0.16,15.82,4.98,10.84,6.3,2.2,4.99,0.71,4.29,2.75,5.51,1.03,4.49
19810112,4.05,89.91,4.75,65.13,7.68,1.05,12.26,4.81,7.45,5.89,1.56,2.97,0.41,2.57,1.94,3.1,0.61,2.49
19810113,4.2,89.82,5.3,69.85,8.25,2.92,14.79,4.22,10.58,7.04,2.03,3.2,0.8,2.4,2.55,3.73,1.05,2.68
19810114,0.93,89.73,4.2,50.32,9.65,-0.41,16.86,5.13,11.73,6.92,2.07,3.55,1.1,2.45,2.52,3.62,1.5,2.11
19810115,0.0,89.85,3.76,42.16,10.67,-1.76,17.45,6.85,10.59,7.01,1.48,2.89,0.68,2.21,1.64,2.65,0.97,1.68
19810116,0.0,89.92,4.15,41.87,12.27,-0.52,18.64,8.15,10.5,8.14,1.62,3.13,0.31,2.82,1.79,2.81,0.31,2.5
19810117,1.66,89.87,4.55,41.94,13.64,0.74,20.19,10.41,9.78,9.58,1.73,3.17,0.57,2.59,2.03,3.35,0.87,2.48
19810118,0.21,89.54,4.76,49.4,11.77,1.38,16.67,8.54,8.13,8.98,1.43,2.96,0.13,2.83,1.7,2.91,0.08,2.83
19810119,0.03,89.42,4.97,54.92,10.82,2.02,16.59,6.53,10.07,8.76,2.05,3.95,0.79,3.16,2.39,4.04,0.98,3.06
19810120,0.0,89.55,4.94,55.0,10.73,1.92,17.82,5.53,12.29,8.77,2.28,4.33,0.96,3.37,2.79,4.31,1.32,2.99
19810121,0.0,89.48,5.26,54.2,11.87,2.77,17.58,8.28,9.31,9.8,1.69,3.01,0.61,2.4,2.11,3.1,0.84,2.26
19810122,0.0,89.31,5.4,57.23,11.42,3.18,17.09,8.11,8.98,10.29,2.25,4.03,1.15,2.88,2.82,4.24,1.55,2.69
