DATE,PRECTOT,PS,QV2M,RH2M,T2M,T2MWET,T2M_MAX,T2M_MIN,T2M_RANGE,TS,WS10M,WS10M_MAX,WS10M_MIN,WS10M_RANGE,WS50M,WS50M_MAX,WS50M_MIN,WS50M_RANGE
19810101,0.0,96.92,5.3,48.8,14.83,4.1,22.25,9.83,12.42,13.11,1.65,3.34,0.07,3.26,2.16,3.42,0.1,3.32
19810102,0.0,96.98,5.16,46.04,15.31,3.74,22.79,10.42,12.38,13.46,1.6,2.34,0.97,1.37,2.14,3.1,1.35,1.75
19810103,0.0,96.93,5.49,47.69,15.72,4.6,23.0,11.05,11.95,14.11,1.82,2.71,0.71,2.01,2.44,3.49,0.89,2.6
19810104,0.0,96.89,5.65,48.68,15.84,5.05,22.9,11.4,11.5,14.22,1.88,3.1,0.3,2.8,2.51,3.47,0.27,3.19
19810105,0.34,96.87,5.73,49.29,15.86,5.22,22.59,10.69,11.9,14.59,2.0,2.69,0.95,1.74,2.77,4.07,1.37,2.7
19810106,0.79,96.77,6.07,52.61,15.73,5.97,22.53,10.47,12.06,14.65,1.98,3.58,0.64,2.94,2.73,4.34,0.62,3.71
19810107,0.97,96.85,6.47,60.97,14.44,6.96,18.68,10.66,8.02,13.65,1.41,3.35,0.27,3.08,2.0,5.02,0.24,4.78
19810108,0.75,97.0,5.51,56.86,13.08,4.7,19.94,8.83,11.11,12.17,2.07,3.39,0.93,2.46,2.8,3.97,1.21,2.76
19810109,0.23,97.32,5.01,52.19,12.99,3.4,19.78,8.47,11.31,11.71,1.63,2.56,0.53,2.03,2.13,3.13,0.68,2.45
19810110,0.0,97.47,4.7,46.57,13.77,2.52,21.13,8.12,13.01,12.0,1.57,2.2,0.12,2.09,2.08,3.23,0.23,3.0
19810111,0.0,97.55,4.71,51.23,12.35,2.43,17.71,8.65,9.06,10.22,1.76,3.32,0.25,3.07,2.58,5.12,0.37,4.75
19810112,0.08,97.69,5.95,62.96,12.79,5.73,17.93,9.2,8.73,12.36,1.41,2.52,0.44,2.07,2.0,4.04,0.8,3.25
