DATE,PRECTOT,PS,QV2M,RH2M,T2M,T2MWET,T2M_MAX,T2M_MIN,T2M_RANGE,TS,WS10M,WS10M_MAX,WS10M_MIN,WS10M_RANGE,WS50M,WS50M_MAX,WS50M_MIN,WS50M_RANGE
19810101,0.0,94.27,5.2,50.89,13.45,3.36,20.12,9.47,10.66,10.54,1.83,3.52,0.88,2.64,2.31,4.15,1.14,3.01
19810102,0.0,94.35,5.13,49.16,13.79,3.22,20.37,9.94,10.43,10.68,1.53,2.66,0.54,2.12,1.89,3.2,0.57,2.62
19810103,0.54,94.32,5.55,51.44,14.3,4.36,20.37,10.42,9.95,11.8,1.64,2.75,0.65,2.09,2.05,3.25,0.89,2.35
19810104,0.56,94.26,6.11,57.92,13.93,5.69,20.37,9.57,10.8,12.12,2.25,3.96,0.57,3.38,2.98,4.63,0.8,3.83
19810105,1.67,94.25,6.32,60.04,13.9,6.21,19.86,9.67,10.19,12.37,1.95,2.52,0.85,1.67,2.63,3.8,1.16,2.64
19810106,1.75,94.16,6.36,63.6,13.09,6.21,18.27,9.09,9.17,11.48,1.83,3.21,0.14,3.07,2.37,3.67,0.16,3.52
19810107,0.21,94.22,5.95,65.55,11.64,5.3,17.06,7.64,9.42,10.63,1.56,1.97,0.52,1.45,2.08,2.96,0.43,2.53
19810108,0.38,94.37,5.22,60.04,11.03,3.49,17.12,7.01,10.11,9.28,1.76,2.9,0.74,2.17,2.2,2.98,1.02,1.96
19810109,0.06,94.67,5.01,57.26,11.17,2.94,17.37,7.15,10.21,9.14,1.58,2.46,0.95,1.51,1.93,2.72,1.23,1.49
19810110,0.0,94.82,4.85,53.36,11.75,2.47,18.26,7.09,11.16,9.45,1.52,2.41,0.67,1.74,1.85,2.85,0.75,2.11
19810111,0.0,94.87,4.93,55.12,11.53,2.71,18.79,6.87,11.91,9.51,2.15,4.68,1.08,3.6,2.88,5.43,1.68,3.76
19810112,3.8,95.02,5.28,64.73,10.15,3.59,15.26,6.86,8.4,8.6,1.54,2.35,0.47,1.88,2.1,3.33,0.61,2.72
