DATE,PRECTOT,PS,QV2M,RH2M,T2M,T2MWET,T2M_MAX,T2M_MIN,T2M_RANGE,TS,WS10M,WS10M_MAX,WS10M_MIN,WS10M_RANGE,WS50M,WS50M_MAX,WS50M_MIN,WS50M_RANGE
19810101,0.0,68.61,2.51,51.69,-1.84,-10.46,6.64,-9.17,15.8,-4.8,2.28,4.49,0.42,4.08,2.35,4.45,0.73,3.72
19810102,0.0,68.61,2.57,49.46,-0.89,-10.34,5.53,-4.6,10.13,-5.05,1.71,3.21,0.17,3.04,1.65,2.62,0.19,2.43
19810103,0.58,68.5,3.16,66.1,-2.07,-7.87,2.98,-5.16,8.14,-3.75,1.58,3.98,0.52,3.46,1.56,3.59,0.59,3.0
19810104,0.43,68.4,3.25,73.88,-3.2,-7.31,3.04,-6.86,9.91,-3.95,1.52,3.86,0.15,3.71,1.5,3.27,0.19,3.07
19810105,1.46,68.38,3.38,82.6,-4.17,-6.84,-0.39,-7.6,7.21,-4.88,1.64,3.93,0.38,3.54,1.64,3.56,0.43,3.13
19810106,0.35,68.19,3.01,79.99,-5.33,-8.52,-0.23,-9.27,9.04,-5.78,2.14,4.4,1.05,3.35,2.17,3.97,0.96,3.0
19810107,0.89,68.13,2.85,81.22,-6.24,-9.04,-2.59,-9.79,7.19,-6.72,1.53,2.9,0.19,2.7,1.54,2.45,0.24,2.21
19810108,0.1,68.24,2.31,67.3,-6.52,-11.67,-0.28,-10.67,10.39,-8.21,1.94,3.87,0.5,3.37,1.88,3.21,0.51,2.69
19810109,0.0,68.5,2.16,63.42,-6.56,-12.38,0.89,-12.76,13.65,-7.97,2.22,3.9,0.12,3.77,2.15,3.17,0.11,3.07
19810110,0.0,68.69,1.9,51.61,-5.52,-13.77,1.44,-10.96,12.4,-8.26,2.0,3.64,0.24,3.4,1.95,3.06,0.28,2.78
19810111,0.0,68.73,1.98,53.29,-5.34,-13.23,0.65,-9.12,9.77,-7.96,2.04,4.2,0.54,3.66,2.08,3.97,0.61,3.36
