DATE,PRECTOT,PS,QV2M,RH2M,T2M,T2MWET,T2M_MAX,T2M_MIN,T2M_RANGE,TS,WS10M,WS10M_MAX,WS10M_MIN,WS10M_RANGE,WS50M,WS50M_MAX,WS50M_MIN,WS50M_RANGE
19810101,0.0,71.15,2.92,52.1,0.61,-8.45,8.31,-5.88,14.2,-2.69,2.04,3.24,0.44,2.81,2.01,2.99,0.6,2.39
19810102,0.0,71.18,3.0,51.59,1.12,-8.33,7.13,-2.21,9.34,-2.91,1.64,3.43,0.06,3.37,1.56,2.76,0.06,2.69
19810103,0.14,71.1,3.43,64.1,-0.03,-6.58,5.23,-3.03,8.27,-2.07,1.52,4.13,0.15,3.98,1.48,3.52,0.07,3.45
19810104,0.17,70.99,3.44,70.73,-1.34,-6.31,4.82,-4.94,9.76,-2.48,1.72,4.02,0.3,3.72,1.75,3.46,0.39,3.08
19810105,1.18,70.98,3.69,78.81,-1.88,-5.47,2.13,-4.58,6.71,-2.73,1.64,4.06,0.19,3.87,1.67,3.73,0.19,3.54
19810106,0.67,70.83,3.3,76.54,-3.02,-7.17,2.07,-6.41,8.48,-4.03,1.84,4.13,0.24,3.89,1.81,3.61,0.28,3.33
19810107,2.14,70.75,3.35,85.23,-4.24,-6.9,-0.53,-7.56,7.04,-4.91,1.5,3.25,0.49,2.77,1.49,2.75,0.64,2.11
19810108,0.37,70.85,2.52,64.36,-4.3,-10.46,1.76,-7.99,9.74,-6.69,1.8,3.92,0.44,3.49,1.72,3.2,0.51,2.68
19810109,0.0,71.11,2.39,60.45,-4.1,-10.94,2.58,-9.03,11.62,-6.36,1.98,3.92,0.34,3.57,1.87,3.07,0.42,2.65
19810110,0.0,71.3,2.19,49.83,-2.68,-12.06,3.42,-6.73,10.15,-6.06,1.71,3.66,0.14,3.53,1.64,2.93,0.16,2.77
19810111,0.0,71.35,2.16,49.86,-2.82,-11.99,2.92,-5.86,8.78,-6.11,2.0,4.26,0.29,3.97,2.11,4.06,0.37,3.69
19810112,4.82,71.33,2.66,66.9,-4.01,-10.0,0.6,-7.01,7.62,-6.22,1.77,3.68,0.64,3.04,1.84,3.35,0.9,2.45
19810113,5.74,71.3,3.18,73.4,-2.87,-7.67,3.45,-6.68,10.13,-4.8,1.66,3.07,0.19,2.88,1.67,2.47,0.35,2.12
19810114,0.0,71.41,2.34,51.91,-2.3,-11.37,6.15,-9.74,15.89,-6.13,2.27,3.3,0.74,2.56,2.21,3.41,0.9,2.51
19810115,0.0,71.57,2.49,47.56,-0.23,-10.25,7.4,-5.65,13.06,-4.29,2.08,2.71,0.31,2.4,1.97,2.45,0.39,2.05
19810116,0.0,71.74,2.79,45.13,2.09,-8.9,9.21,-2.97,12.18,-2.87,1.78,2.69,0.6,2.09,1.75,2.27,0.69,1.58
19810117,2.52,71.74,2.98,45.89,2.79,-8.02,8.77,-0.43,9.2,-1.96,1.75,3.59,0.38,3.21,1.76,3.07,0.44,2.63
19810118,0.09,71.35,3.09,51.6,1.59,-7.38,6.43,-0.83,7.25,-0.88,1.41,3.3,0.3,3.0,1.38,2.66,0.34,2.32
19810119,0.0,71.08,3.49,66.59,-0.31,-6.02,4.98,-4.55,9.53,-1.87,1.73,4.1,0.1,4.0,1.66,3.41,0.13,3.28
19810120,0.0,71.27,3.11,58.85,-0.17,-7.81,7.6,-5.99,13.58,-2.95,1.99,3.89,0.38,3.5,1.89,3.19,0.45,2.74
19810121,0.0,71.21,3.29,64.45,-0.65,-7.1,3.77,-3.61,7.38,-2.94,1.48,3.6,0.04,3.56,1.51,3.3,0.07,3.24
19810122,0.0,71.01,3.66,77.93,-1.83,-5.46,2.55,-4.59,7.14,-2.52,1.57,4.41,0.17,4.24,1.56,4.03,0.17,3.85
19810123,0.55,71.0,3.58,78.45,-2.22,-5.76,1.78,-4.56,6.34,-2.59,1.53,4.05,0.42,3.64,1.52,3.56,0.55,3.01
19810124,44.36,70.97,3.87,91.63,-3.26,-4.83,0.41,-5.98,6.39,-3.8,2.16,4.53,0.7,3.83,2.4,4.56,0.83,3.73
19810125,14.54,71.25,3.14,80.48,-4.28,-7.77,-0.01,-10.41,10.4,-6.85,1.06,2.08,0.04,2.05,1.15,1.97,0.16,1.81
19810126,0.14,71.44,2.17,65.55,-6.37,-12.6,1.49,-13.02,14.51,-12.29,2.0,2.75,0.3,2.45,1.99,2.62,0.41,2.21
19810127,0.0,71.42,2.33,62.74,-4.88,-12.07,2.86,-10.77,13.63,-10.78,2.34,3.18,1.12,2.06,2.46,3.16,1.38,1.77
19810128,0.0,71.46,3.08,63.1,-1.2,-8.17,4.72,-9.12,13.84,-6.16,2.03,3.41,1.22,2.19,2.2,3.5,1.4,2.09
19810129,0.0,71.14,4.35,86.11,-0.81,-3.45,4.89,-4.59,9.49,-3.78,1.97,3.96,0.3,3.66,2.14,3.72,0.47,3.25
19810130,0.01,70.97,3.89,88.95,-2.8,-5.29,2.14,-6.78,8.92,-6.12,2.02,5.59,0.55,5.04,2.0,5.31,0.65,4.66
19810131,0.14,71.07,2.64,67.17,-4.21,-10.52,2.17,-9.46,11.64,-7.76,1.99,3.65,0.8,2.84,2.02,3.27,0.96,2.31
19810201,2.46,71.15,3.23,82.15,-4.18,-7.52,1.11,-9.69,10.8,-5.33,1.79,2.74,0.59,2.15,1.86,2.9,0.68,2.22
19810202,0.08,71.22,2.39,55.94,-3.03,-11.33,5.25,-9.97,15.22,-7.27,2.11,3.34,0.6,2.74,2.09,2.95,0.68,2.27
19810203,0.01,71.36,2.95,56.04,-0.21,-8.86,6.42,-5.36,11.78,-4.7,1.88,3.4,0.54,2.86,1.94,3.29,0.68,2.61
19810204,0.0,71.4,4.19,71.78,1.24,-3.76,7.94,-2.8,10.74,-1.96,2.39,4.91,0.99,3.92,2.54,4.84,1.27,3.57
19810205,0.0,71.6,3.78,63.43,1.55,-5.09,7.98,-2.91,10.89,-1.9,2.16,4.03,1.11,2.93,2.41,4.33,1.31,3.02
19810206,1.15,71.63,4.08,76.4,0.06,-4.37,5.04,-6.14,11.18,-2.24,1.63,3.58,0.2,3.38,1.74,3.61,0.08,3.53
19810207,0.0,71.3,2.39,52.87,-2.31,-11.58,5.49,-8.89,14.38,-6.37,1.94,2.93,0.59,2.34,2.0,2.8,0.43,2.36
19810208,0.0,71.08,2.88,62.0,-1.93,-9.24,4.88,-6.54,11.42,-4.61,2.19,4.04,0.65,3.39,2.2,3.59,0.77,2.82
19810209,0.2,71.02,3.13,76.24,-3.65,-7.87,2.14,-8.11,10.25,-5.69,2.59,4.81,1.39,3.42,2.74,4.67,1.75,2.91
19810210,0.0,71.03,2.59,63.36,-3.7,-10.53,4.69,-10.43,15.12,-5.53,2.24,3.02,1.31,1.71,2.39,3.06,1.56,1.5
19810211,0.0,70.93,3.0,58.72,-0.68,-8.62,8.59,-7.99,16.58,-3.88,2.37,3.58,1.07,2.51,2.44,3.24,1.36,1.88
19810212,0.0,70.98,3.66,63.58,0.96,-5.68,8.23,-3.68,11.91,-2.65,2.0,3.75,0.68,3.08,1.94,3.24,0.79,2.45
19810213,0.0,71.09,3.53,60.0,1.28,-6.48,8.82,-4.43,13.25,-2.67,2.25,4.12,0.83,3.28,2.29,3.85,1.08,2.77
19810214,0.0,71.18,2.83,49.67,0.86,-9.47,7.57,-4.02,11.59,-3.91,2.44,4.64,1.26,3.38,2.69,4.65,1.54,3.11
19810215,0.0,71.17,2.78,50.31,0.43,-9.6,7.95,-5.3,13.24,-3.82,2.22,4.06,1.13,2.92,2.32,3.81,1.43,2.38
19810216,0.0,71.29,2.48,43.36,0.93,-10.89,8.16,-4.93,13.1,-3.6,2.08,3.87,0.96,2.91,2.21,3.73,1.24,2.49
19810217,0.0,71.28,2.51,41.53,1.68,-10.83,9.35,-3.95,13.31,-3.32,2.2,3.88,0.66,3.22,2.29,3.7,0.83,2.87
19810218,0.0,71.24,2.65,43.69,1.73,-10.15,10.51,-4.73,15.24,-2.94,2.39,3.37,1.34,2.02,2.47,3.22,1.54,1.68
19810219,0.0,71.38,2.79,42.32,2.91,-9.61,10.52,-2.97,13.49,-1.89,2.18,3.57,0.94,2.62,2.21,3.25,1.2,2.05
19810220,0.0,71.41,3.15,44.7,3.89,-7.65,11.0,-2.43,13.43,-0.5,2.11,4.0,0.9,3.09,2.26,3.99,1.22,2.77
19810221,0.0,71.3,2.85,46.2,1.98,-9.0,10.46,-5.0,15.46,-1.32,2.59,4.13,0.73,3.4,2.58,3.73,0.95,2.78
19810222,0.0,71.27,3.02,46.08,2.84,-8.19,11.13,-3.99,15.13,-0.33,2.39,4.28,0.89,3.39,2.34,3.77,0.83,2.94
19810223,0.0,71.41,3.29,46.73,3.89,-7.03,10.37,-0.38,10.75,0.68,2.02,4.26,0.79,3.47,2.04,3.78,0.96,2.82
19810224,0.0,71.49,3.83,53.15,4.2,-4.75,11.3,-0.9,12.19,2.09,2.47,5.31,1.14,4.17,2.72,5.21,1.33,3.88
19810225,0.02,71.48,3.63,53.44,3.39,-5.5,10.29,-1.45,11.74,1.52,2.47,4.89,1.2,3.69,2.7,4.76,1.5,3.25
19810226,0.05,71.32,3.48,48.21,4.21,-6.07,10.72,-0.64,11.35,2.44,1.86,4.43,0.61,3.81,1.92,3.81,0.72,3.08
19810227,0.03,71.27,3.99,58.12,3.48,-4.24,9.74,-0.36,10.1,2.71,1.99,4.73,0.91,3.83,2.02,4.3,0.98,3.32
19810228,3.93,71.27,4.43,78.01,0.82,-2.95,5.85,-3.06,8.91,0.41,1.8,4.72,0.34,4.37,1.99,4.81,0.43,4.37
19810301,0.86,71.3,3.27,56.8,1.04,-6.87,8.12,-3.52,11.64,-0.01,2.54,5.05,1.26,3.79,2.76,4.77,1.62,3.15
19810302,0.0,71.14,2.87,52.25,0.34,-8.58,7.8,-5.87,13.67,-0.67,2.86,5.43,1.54,3.89,3.06,5.18,1.56,3.62
19810303,0.0,71.45,2.58,41.74,2.07,-9.8,11.38,-7.68,19.06,0.36,2.52,4.17,0.74,3.43,2.63,4.44,1.04,3.4
19810304,0.0,71.66,3.4,45.46,4.79,-6.36,11.91,-1.08,12.99,2.45,2.04,4.01,0.35,3.66,1.93,3.16,0.41,2.75
19810305,0.0,71.66,4.33,56.01,5.26,-3.08,11.49,1.02,10.48,3.51,2.03,4.49,0.52,3.98,1.97,3.83,0.51,3.32
19810306,0.13,71.7,4.92,63.21,5.35,-1.5,11.81,1.11,10.7,4.88,2.31,5.08,0.56,4.52,2.42,4.69,0.85,3.84
19810307,0.0,71.72,4.77,65.92,4.31,-1.87,9.94,-0.26,10.2,4.63,2.54,5.56,0.21,5.35,2.98,5.78,0.44,5.34
