DATE,PRECTOT,PS,QV2M,RH2M,T2M,T2MWET,T2M_MAX,T2M_MIN,T2M_RANGE,TS,WS10M,WS10M_MAX,WS10M_MIN,WS10M_RANGE,WS50M,WS50M_MAX,WS50M_MIN,WS50M_RANGE
19810101,0.0,92.59,4.72,44.95,13.61,1.75,20.22,9.43,10.79,11.04,1.71,4.37,0.41,3.95,1.91,4.14,0.4,3.74
19810102,0.0,92.66,4.7,44.37,13.75,1.66,20.66,9.74,10.92,11.22,1.67,3.24,0.97,2.27,1.99,2.91,1.25,1.66
19810103,0.0,92.62,5.05,47.23,13.87,2.67,20.55,9.97,10.58,11.97,1.74,3.08,0.65,2.43,2.1,2.88,0.56,2.31
19810104,0.0,92.56,5.13,50.1,13.21,2.95,19.87,9.01,10.86,11.67,2.11,3.57,0.84,2.74,2.57,3.47,0.76,2.71
19810105,0.78,92.55,5.36,52.52,13.16,3.55,19.36,8.46,10.9,11.93,1.91,2.97,0.15,2.82,2.49,3.8,0.24,3.56
19810106,0.89,92.45,5.54,54.99,12.93,3.87,19.32,8.24,11.08,11.59,1.86,3.62,0.29,3.33,2.38,3.77,0.46,3.31
19810107,1.92,92.51,6.02,66.0,11.42,5.1,15.45,8.28,7.16,10.54,1.18,2.32,0.31,2.0,1.49,3.06,0.47,2.59
19810108,0.72,92.63,5.08,58.33,10.76,2.71,17.03,6.93,10.1,9.41,1.66,2.94,0.62,2.33,2.01,3.18,0.77,2.41
19810109,0.04,92.94,4.58,52.44,10.86,1.34,17.09,7.03,10.06,9.05,1.65,3.59,0.63,2.96,1.85,3.18,0.62,2.56
19810110,0.0,93.1,4.39,47.78,11.66,0.81,18.3,6.83,11.48,9.44,1.52,2.97,0.32,2.64,1.78,2.98,0.34,2.64
19810111,0.0,93.17,4.11,46.98,10.92,-0.36,16.43,7.39,9.04,8.02,1.54,3.15,0.39,2.76,2.03,4.01,0.46,3.56
19810112,0.35,93.3,5.23,61.61,10.48,2.85,15.24,7.59,7.65,9.32,1.18,2.43,0.05,2.38,1.47,3.01,0.05,2.96
19810113,7.02,93.15,5.84,68.62,10.48,4.77,16.59,6.25,10.34,9.69,1.87,2.89,0.6,2.29,2.68,4.16,0.86,3.3
19810114,0.0,93.03,4.66,49.32,12.07,1.51,19.4,7.25,12.14,9.61,1.89,4.32,0.38,3.95,2.26,4.24,0.63,3.61
19810115,0.0,93.16,3.72,37.51,12.84,-1.39,20.05,8.83,11.22,9.78,1.62,3.13,0.73,2.4,1.88,2.78,0.9,1.88
19810116,0.0,93.23,3.65,34.11,14.02,-1.59,21.74,9.09,12.65,10.64,1.71,3.32,0.19,3.13,1.97,3.17,0.19,2.99
19810117,2.35,93.17,3.99,34.1,15.37,-0.51,22.94,11.6,11.34,11.56,1.65,2.98,0.11,2.86,1.98,3.26,0.13,3.13
19810118,0.33,92.86,4.35,39.53,14.38,0.59,19.69,11.47,8.22,11.89,1.49,2.86,0.13,2.73,1.89,3.59,0.03,3.56
19810119,0.01,92.71,4.72,45.64,13.38,1.82,19.14,9.7,9.44,11.97,1.75,3.51,0.04,3.46,2.03,3.62,0.06,3.57
19810120,0.02,92.84,4.76,46.03,13.39,1.86,20.7,8.71,11.99,11.43,2.04,4.34,0.45,3.89,2.49,4.28,0.58,3.7
19810121,0.0,92.8,4.93,47.75,13.38,2.4,18.51,9.85,8.65,11.15,1.47,2.05,0.64,1.41,1.76,2.93,0.7,2.24
19810122,0.02,92.61,5.23,49.83,13.59,3.23,19.23,9.96,9.27,12.31,1.96,3.26,0.91,2.35,2.38,3.21,1.1,2.11
19810123,0.21,92.6,5.34,53.39,12.86,3.51,18.99,8.97,10.03,11.53,1.91,2.77,0.88,1.89,2.58,4.42,0.91,3.51
19810124,12.61,92.79,6.18,72.19,10.53,5.32,13.34,8.45,4.89,9.9,2.56,4.65,1.2,3.46,3.79,5.57,1.53,4.04
19810125,14.15,93.0,6.63,74.29,11.16,6.32,16.96,7.15,9.82,10.19,1.69,2.7,0.82,1.88,2.43,5.1,1.16,3.95
19810126,0.23,93.19,4.41,45.92,12.33,0.46,19.64,6.57,13.07,10.17,1.94,2.47,1.08,1.39,2.42,3.36,1.12,2.24
19810127,0.0,93.07,4.34,44.55,12.54,0.46,19.98,7.85,12.13,10.48,2.22,4.69,0.54,4.15,2.75,4.96,0.73,4.23
19810128,0.0,93.01,4.85,47.63,13.21,2.04,20.38,8.01,12.37,11.15,1.93,3.93,0.61,3.32,2.28,4.15,0.86,3.3
19810129,0.0,92.65,5.72,52.25,14.24,4.35,20.8,10.05,10.74,12.49,1.87,4.13,0.5,3.63,2.17,4.22,0.81,3.41
19810130,0.0,92.54,6.24,58.86,13.72,5.64,18.93,9.83,9.1,12.38,1.72,2.81,0.56,2.25,2.12,3.15,0.87,2.28
19810131,0.27,92.7,5.88,57.08,13.31,4.75,19.72,8.53,11.19,12.42,2.3,3.19,0.81,2.38,2.96,3.87,0.91,2.96
19810201,0.1,92.83,5.63,54.99,13.23,4.14,18.71,9.14,9.57,12.4,1.38,2.19,0.58,1.61,1.76,3.26,0.76,2.5
19810202,0.08,92.85,4.86,49.65,12.56,1.97,19.77,8.04,11.74,11.48,2.33,4.32,0.99,3.33,2.83,4.36,1.09,3.27
19810203,0.0,92.92,4.74,47.25,12.96,1.78,19.97,8.73,11.24,11.25,1.82,3.86,0.44,3.42,2.1,4.05,0.28,3.77
19810204,0.0,92.81,4.96,44.94,14.39,2.44,21.8,9.23,12.57,12.39,1.89,4.6,0.14,4.46,2.13,4.46,0.19,4.27
19810205,0.0,92.86,5.45,42.9,16.61,3.73,24.25,11.03,13.21,14.23,1.94,4.93,0.38,4.55,2.26,5.27,0.48,4.79
19810206,0.7,92.96,5.95,43.58,17.74,4.93,25.44,12.62,12.83,16.2,2.7,5.96,1.09,4.86,3.71,6.96,1.34,5.62
19810207,0.09,92.72,5.67,45.55,16.26,4.2,24.01,11.41,12.61,15.3,2.64,4.58,1.55,3.02,3.49,5.19,1.77,3.42
19810208,0.0,92.57,5.09,43.15,15.39,2.64,22.21,11.11,11.1,13.9,1.92,3.98,0.37,3.6,2.14,3.85,0.32,3.54
19810209,0.0,92.64,4.39,39.59,14.44,0.76,21.18,9.65,11.53,12.9,2.38,4.25,0.51,3.74,2.89,4.37,0.78,3.59
19810210,0.01,92.58,4.09,38.16,13.93,-0.21,21.16,8.89,12.26,12.67,2.22,4.38,0.86,3.52,2.69,4.59,0.85,3.74
19810211,0.0,92.39,4.4,43.76,12.91,0.66,20.39,7.03,13.36,11.79,2.28,4.94,0.59,4.34,2.69,5.12,0.76,4.37
19810212,0.0,92.4,4.53,41.36,14.23,1.2,21.48,9.3,12.17,12.82,2.03,4.55,0.33,4.23,2.32,4.19,0.53,3.66
19810213,0.0,92.47,4.81,42.41,14.77,1.99,22.5,8.7,13.79,13.47,1.79,3.67,0.38,3.3,2.09,3.81,0.54,3.27
19810214,0.0,92.48,4.9,39.96,15.98,2.18,23.48,10.05,13.43,14.3,2.18,3.88,1.03,2.86,2.61,4.0,1.51,2.49
19810215,0.0,92.38,4.68,35.16,17.28,1.49,25.45,11.5,13.95,15.41,2.44,4.81,0.89,3.92,3.13,5.39,0.7,4.69
19810216,0.0,92.5,4.37,31.58,17.9,0.63,26.61,12.17,14.44,16.11,2.78,5.79,0.78,5.0,3.77,6.72,0.63,6.09
19810217,0.0,92.52,4.1,30.6,17.39,-0.25,24.81,12.82,11.99,15.07,2.09,3.72,0.3,3.42,2.58,4.13,0.29,3.84
19810218,0.0,92.42,4.36,34.39,16.5,0.51,23.66,11.31,12.34,14.46,1.81,3.66,0.65,3.02,1.99,3.44,0.81,2.63
19810219,0.0,92.58,4.37,32.79,17.31,0.65,25.47,11.53,13.94,15.53,2.1,4.23,0.99,3.23,2.55,4.21,1.19,3.03
19810220,0.0,92.57,4.42,31.93,17.92,0.81,25.97,12.51,13.45,15.77,2.05,4.32,0.82,3.49,2.37,4.4,0.83,3.57
19810221,0.0,92.5,4.16,30.2,17.81,-0.06,25.94,12.22,13.72,15.75,2.14,4.32,0.51,3.81,2.43,4.18,0.41,3.78
19810222,0.0,92.47,4.19,30.4,17.83,0.07,26.16,11.63,14.52,16.06,2.2,4.15,0.79,3.36,2.55,4.13,0.78,3.36
19810223,0.0,92.63,4.4,30.41,18.62,0.79,26.27,12.33,13.95,16.76,2.25,4.16,1.02,3.14,2.59,3.87,1.37,2.5
19810224,0.0,92.61,4.78,30.67,19.81,1.94,28.09,13.56,14.53,17.97,2.53,6.25,0.7,5.55,3.06,6.7,0.7,6.0
19810225,0.0,92.57,4.98,31.69,19.95,2.53,28.67,13.44,15.23,18.86,3.01,6.4,0.96,5.44,3.91,7.03,0.98,6.05
19810226,0.0,92.43,4.75,30.28,19.91,1.88,27.95,14.23,13.73,18.77,2.4,4.4,1.39,3.01,3.1,4.67,1.49,3.18
19810227,0.0,92.43,4.83,31.17,19.7,2.05,26.74,15.0,11.74,18.95,2.12,4.2,1.24,2.97,2.67,4.55,1.27,3.27
19810228,0.48,92.48,5.58,36.29,19.56,4.1,26.57,13.01,13.56,18.82,2.22,4.56,0.49,4.08,2.86,4.93,0.73,4.21
19810301,0.55,92.54,5.38,36.06,19.1,3.54,27.09,13.16,13.93,18.72,2.58,4.95,1.06,3.88,3.55,5.86,1.11,4.75
19810302,0.04,92.46,4.64,33.48,17.91,1.5,25.6,12.56,13.04,17.52,2.77,5.58,0.2,5.37,3.7,6.22,0.55,5.67
19810303,0.0,92.71,3.98,28.72,17.97,-0.7,26.82,10.15,16.68,17.0,2.3,5.05,0.97,4.08,2.59,4.73,1.36,3.37
19810304,0.0,92.94,3.98,26.7,19.15,-0.54,26.94,13.03,13.91,17.75,2.23,3.82,0.2,3.62,2.63,3.34,0.22,3.12
19810305,0.0,92.93,4.17,27.16,19.65,0.15,27.36,13.58,13.78,18.49,2.25,3.76,0.96,2.8,2.66,3.26,1.37,1.89
19810306,0.0,92.91,4.92,29.67,20.88,2.31,28.3,15.04,13.25,20.02,2.2,4.09,0.68,3.41,2.55,3.79,0.68,3.11
19810307,0.01,92.8,6.07,33.83,22.15,5.4,30.21,16.87,13.34,22.07,3.25,7.57,0.42,7.15,4.42,9.12,0.51,8.61
19810308,0.0,92.49,4.88,29.17,20.95,2.14,29.05,14.22,14.83,20.75,2.77,5.14,1.29,3.86,3.82,5.61,1.53,4.08
19810309,0.08,92.53,4.21,25.13,20.96,0.14,28.65,14.81,13.84,20.61,2.11,4.01,0.96,3.05,2.62,4.14,0.98,3.16
19810310,1.16,92.62,4.2,27.54,19.47,0.11,27.54,12.12,15.42,19.23,2.27,3.16,0.77,2.39,2.78,4.2,1.03,3.17
19810311,0.21,92.59,4.52,28.46,20.13,1.15,27.94,14.0,13.94,20.61,2.42,3.4,0.85,2.55,3.25,4.95,1.09,3.86
19810312,0.16,92.77,4.8,33.33,18.57,2.04,23.3,14.18,9.12,18.18,1.7,2.82,0.27,2.55,2.23,4.49,0.33,4.16
19810313,0.07,92.8,5.53,36.78,19.27,3.93,26.8,13.01,13.79,19.2,2.48,4.6,0.48,4.12,3.04,5.64,0.57,5.06
19810314,0.0,92.85,6.13,38.19,20.33,5.42,27.57,14.88,12.69,20.15,2.46,5.08,0.85,4.23,2.94,4.82,0.83,4.0
19810315,0.09,92.9,5.98,37.04,20.44,5.17,25.89,16.79,9.1,19.99,1.68,2.92,0.5,2.43,2.06,3.24,0.68,2.55
19810316,5.33,92.66,7.51,51.11,18.84,8.33,24.77,15.21,9.56,19.58,1.97,4.16,0.26,3.9,2.58,4.64,0.14,4.5
19810317,0.45,92.21,7.1,47.31,19.12,7.44,26.53,13.32,13.21,19.31,2.85,6.32,0.78,5.54,3.51,6.48,1.21,5.27
19810318,0.04,92.2,6.05,35.28,21.29,5.11,29.64,14.42,15.22,20.85,2.43,5.79,0.05,5.74,2.84,5.65,0.29,5.36
19810319,0.23,92.35,6.23,33.76,22.52,5.63,30.1,16.04,14.06,22.29,2.21,4.23,0.69,3.55,2.6,4.15,0.83,3.31
19810320,0.33,92.38,6.67,35.58,22.77,6.55,30.22,17.61,12.62,23.33,2.07,4.3,0.7,3.6,2.49,4.47,0.96,3.51
19810321,6.05,92.34,7.91,43.52,22.25,8.92,28.46,17.58,10.88,22.47,2.36,4.5,0.48,4.02,2.91,4.68,0.49,4.19
19810322,0.28,92.06,6.27,36.33,21.38,5.39,29.44,15.74,13.7,21.51,2.92,5.72,0.87,4.84,3.93,6.38,1.25,5.13
