FID,id_punto,agno,anomalia_temp_anual,geom
anomalias_temp_anual_espacial_p.fid--5ff12b53_179f503477f_-2d2c,40339,2008,1.19,POINT (9156028.117746752 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_179f503477f_-2d2b,40339,2009,1.16,POINT (9156028.117746752 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_179f503477f_-2d2a,40339,2010,1.46,POINT (9156028.117746752 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_179f503477f_-2d29,40339,2011,0.88,POINT (9156028.117746752 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_179f503477f_-2d28,40339,2012,0.98,POINT (9156028.117746752 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_179f503477f_-2d27,40339,2013,-3.74,POINT (9156028.117746752 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_179f503477f_-2d26,40339,2014,-2.36,POINT (9156028.117746752 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_179f503477f_-2d25,40339,2015,-1.4,POINT (9156028.117746752 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_179f503477f_-2d24,40339,2016,-0.8,POINT (9156028.117746752 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_179f503477f_-2d23,40339,2017,-1.37,POINT (9156028.117746752 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_179f503477f_-2d22,40339,2018,-1.91,POINT (9156028.117746752 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_179f503477f_-2d21,40339,2019,-2.02,POINT (9156028.117746752 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_179f503477f_-2d20,40339,2020,-2.2,POINT (9156028.117746752 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_179f503477f_-2d1f,40340,1901,0.13,POINT (9211687.863143386 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_179f503477f_-2d1e,40340,1902,0.23,POINT (9211687.863143386 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_179f503477f_-2d1d,40340,1903,0.09,POINT (9211687.863143386 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_179f503477f_-2d1c,40340,1904,-0.05,POINT (9211687.863143386 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_179f503477f_-2d1b,40340,1905,-0.76,POINT (9211687.863143386 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_179f503477f_-2d1a,40340,1906,-0.06,POINT (9211687.863143386 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_179f503477f_-2d19,40340,1907,-0.24,POINT (9211687.863143386 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_179f503477f_-2d18,40340,1908,0.38,POINT (9211687.863143386 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_179f503477f_-2d17,40340,1909,0.42,POINT (9211687.863143386 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_179f503477f_-2d16,40340,1910,-0.28,POINT (9211687.863143386 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_179f503477f_-2d15,40340,1911,-0.28,POINT (9211687.863143386 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_179f503477f_-2d14,40340,1912,-0.49,POINT (9211687.863143386 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_179f503477f_-2d13,40340,1913,-0.81,POINT (9211687.863143386 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_179f503477f_-2d12,40340,1914,-0.57,POINT (9211687.863143386 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_179f503477f_-2d11,40340,1915,0.2,POINT (9211687.863143386 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_179f503477f_-2d10,40340,1916,0.13,POINT (9211687.863143386 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_179f503477f_-2d0f,40340,1917,-1.02,POINT (9211687.863143386 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_179f503477f_-2d0e,40340,1918,-0.33,POINT (9211687.863143386 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_179f503477f_-2d0d,40340,1919,-0.76,POINT (9211687.863143386 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_179f503477f_-2d0c,40340,1920,-0.42,POINT (9211687.863143386 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_179f503477f_-2d0b,40340,1921,-0.32,POINT (9211687.863143386 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_179f503477f_-2d0a,40340,1922,-0.06,POINT (9211687.863143386 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_179f503477f_-2d09,40340,1923,0.17,POINT (9211687.863143386 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_179f503477f_-2d08,40340,1924,0.18,POINT (9211687.863143386 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_179f503477f_-2d07,40340,1925,-0.41,POINT (9211687.863143386 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_179f503477f_-2d06,40340,1926,-0.5,POINT (9211687.863143386 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_179f503477f_-2d05,40340,1927,-0.46,POINT (9211687.863143386 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_179f503477f_-2d04,40340,1928,0.08,POINT (9211687.863143386 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_179f503477f_-2d03,40340,1929,-0.12,POINT (9211687.863143386 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_179f503477f_-2d02,40340,1930,-0.36,POINT (9211687.863143386 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_179f503477f_-2d01,40340,1931,-0.03,POINT (9211687.863143386 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_179f503477f_-2d00,40340,1932,0.09,POINT (9211687.863143386 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_179f503477f_-2cff,40340,1933,-0.34,POINT (9211687.863143386 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_179f503477f_-2cfe,40340,1934,-0.15,POINT (9211687.863143386 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_179f503477f_-2cfd,40340,1935,-0.13,POINT (9211687.863143386 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_179f503477f_-2cfc,40340,1936,-0.71,POINT (9211687.863143386 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_179f503477f_-2cfb,40340,1937,-0.33,POINT (9211687.863143386 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_179f503477f_-2cfa,40340,1938,-0.11,POINT (9211687.863143386 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_179f503477f_-2cf9,40340,1939,-0.11,POINT (9211687.863143386 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_179f503477f_-2cf8,40340,1940,-0.12,POINT (9211687.863143386 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_179f503477f_-2cf7,40340,1941,0.79,POINT (9211687.863143386 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_179f503477f_-2cf6,40340,1942,0.35,POINT (9211687.863143386 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_179f503477f_-2cf5,40340,1943,0.33,POINT (9211687.863143386 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_179f503477f_-2cf4,40340,1944,0.16,POINT (9211687.863143386 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_179f503477f_-2cf3,40340,1945,-0.17,POINT (9211687.863143386 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_179f503477f_-2cf2,40340,1946,0.51,POINT (9211687.863143386 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_179f503477f_-2cf1,40340,1947,0.57,POINT (9211687.863143386 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_179f503477f_-2cf0,40340,1948,0.16,POINT (9211687.863143386 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_179f503477f_-2cef,40340,1949,0.23,POINT (9211687.863143386 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_179f503477f_-2cee,40340,1950,-0.13,POINT (9211687.863143386 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_179f503477f_-2ced,40340,1951,0.36,POINT (9211687.863143386 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_179f503477f_-2cec,40340,1952,0.15,POINT (9211687.863143386 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_179f503477f_-2ceb,40340,1953,0.58,POINT (9211687.863143386 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_179f503477f_-2cea,40340,1954,0.08,POINT (9211687.863143386 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_179f503477f_-2ce9,40340,1955,0.24,POINT (9211687.863143386 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_179f503477f_-2ce8,40340,1956,0.47,POINT (9211687.863143386 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_179f503477f_-2ce7,40340,1957,0.03,POINT (9211687.863143386 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_179f503477f_-2ce6,40340,1958,0.64,POINT (9211687.863143386 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_179f503477f_-2ce5,40340,1959,0.07,POINT (9211687.863143386 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_179f503477f_-2ce4,40340,1960,0.43,POINT (9211687.863143386 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_179f503477f_-2ce3,40340,1961,0.55,POINT (9211687.863143386 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_179f503477f_-2ce2,40340,1962,0.4,POINT (9211687.863143386 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_179f503477f_-2ce1,40340,1963,0.52,POINT (9211687.863143386 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_179f503477f_-2ce0,40340,1964,0.83,POINT (9211687.863143386 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_179f503477f_-2cdf,40340,1965,0.19,POINT (9211687.863143386 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_179f503477f_-2cde,40340,1966,-0.14,POINT (9211687.863143386 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_179f503477f_-2cdd,40340,1967,-0.5,POINT (9211687.863143386 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_179f503477f_-2cdc,40340,1968,-0.43,POINT (9211687.863143386 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_179f503477f_-2cdb,40340,1969,0.58,POINT (9211687.863143386 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_179f503477f_-2cda,40340,1970,0.58,POINT (9211687.863143386 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_179f503477f_-2cd9,40340,1971,0.09,POINT (9211687.863143386 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_179f503477f_-2cd8,40340,1972,0,POINT (9211687.863143386 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_179f503477f_-2cd7,40340,1973,-0.14,POINT (9211687.863143386 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_179f503477f_-2cd6,40340,1974,-0.29,POINT (9211687.863143386 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_179f503477f_-2cd5,40340,1975,-0.8,POINT (9211687.863143386 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_179f503477f_-2cd4,40340,1976,-0.39,POINT (9211687.863143386 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_179f503477f_-2cd3,40340,1977,0,POINT (9211687.863143386 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_179f503477f_-2cd2,40340,1978,-0.69,POINT (9211687.863143386 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_179f503477f_-2cd1,40340,1979,-0.56,POINT (9211687.863143386 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_179f503477f_-2cd0,40340,1980,0.13,POINT (9211687.863143386 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_179f503477f_-2ccf,40340,1981,-0.07,POINT (9211687.863143386 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_179f503477f_-2cce,40340,1982,-0.3,POINT (9211687.863143386 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_179f503477f_-2ccd,40340,1983,-0.69,POINT (9211687.863143386 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_179f503477f_-2ccc,40340,1984,0.44,POINT (9211687.863143386 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_179f503477f_-2ccb,40340,1985,0.42,POINT (9211687.863143386 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_179f503477f_-2cca,40340,1986,-0.42,POINT (9211687.863143386 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_179f503477f_-2cc9,40340,1987,-0.18,POINT (9211687.863143386 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_179f503477f_-2cc8,40340,1988,0.55,POINT (9211687.863143386 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_179f503477f_-2cc7,40340,1989,-0.27,POINT (9211687.863143386 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_179f503477f_-2cc6,40340,1990,0.64,POINT (9211687.863143386 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_179f503477f_-2cc5,40340,1991,0.1,POINT (9211687.863143386 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_179f503477f_-2cc4,40340,1992,0.03,POINT (9211687.863143386 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_179f503477f_-2cc3,40340,1993,0.68,POINT (9211687.863143386 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_179f503477f_-2cc2,40340,1994,0.55,POINT (9211687.863143386 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_179f503477f_-2cc1,40340,1995,0.28,POINT (9211687.863143386 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_179f503477f_-2cc0,40340,1996,0.41,POINT (9211687.863143386 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_179f503477f_-2cbf,40340,1997,0.05,POINT (9211687.863143386 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_179f503477f_-2cbe,40340,1998,0.86,POINT (9211687.863143386 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_179f503477f_-2cbd,40340,1999,1.26,POINT (9211687.863143386 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_179f503477f_-2cbc,40340,2000,0.9,POINT (9211687.863143386 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_179f503477f_-2cbb,40340,2001,1.05,POINT (9211687.863143386 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_179f503477f_-2cba,40340,2002,0.98,POINT (9211687.863143386 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_179f503477f_-2cb9,40340,2003,0.8,POINT (9211687.863143386 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_179f503477f_-2cb8,40340,2004,1.29,POINT (9211687.863143386 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_179f503477f_-2cb7,40340,2005,0.83,POINT (9211687.863143386 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_179f503477f_-2cb6,40340,2006,1.34,POINT (9211687.863143386 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_179f503477f_-2cb5,40340,2007,1.4,POINT (9211687.863143386 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_179f503477f_-2cb4,40340,2008,1.18,POINT (9211687.863143386 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_179f503477f_-2cb3,40340,2009,1.16,POINT (9211687.863143386 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_179f503477f_-2cb2,40340,2010,1.48,POINT (9211687.863143386 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_179f503477f_-2cb1,40340,2011,0.9,POINT (9211687.863143386 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_179f503477f_-2cb0,40340,2012,0.98,POINT (9211687.863143386 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_179f503477f_-2caf,40340,2013,-1.54,POINT (9211687.863143386 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_179f503477f_-2cae,40340,2014,-0.78,POINT (9211687.863143386 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_179f503477f_-2cad,40340,2015,0.1,POINT (9211687.863143386 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_179f503477f_-2cac,40340,2016,0.68,POINT (9211687.863143386 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_179f503477f_-2cab,40340,2017,0.15,POINT (9211687.863143386 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_179f503477f_-2caa,40340,2018,-0.38,POINT (9211687.863143386 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_179f503477f_-2ca9,40340,2019,-0.47,POINT (9211687.863143386 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_179f503477f_-2ca8,40340,2020,-0.67,POINT (9211687.863143386 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_179f503477f_-2ca7,40341,1901,0.12,POINT (9267347.608540025 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_179f503477f_-2ca6,40341,1902,0.22,POINT (9267347.608540025 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_179f503477f_-2ca5,40341,1903,0.11,POINT (9267347.608540025 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_179f503477f_-2ca4,40341,1904,-0.02,POINT (9267347.608540025 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_179f503477f_-2ca3,40341,1905,-0.73,POINT (9267347.608540025 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_179f503477f_-2ca2,40341,1906,-0.01,POINT (9267347.608540025 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_179f503477f_-2ca1,40341,1907,-0.23,POINT (9267347.608540025 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_179f503477f_-2ca0,40341,1908,0.36,POINT (9267347.608540025 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_179f503477f_-2c9f,40341,1909,0.42,POINT (9267347.608540025 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_179f503477f_-2c9e,40341,1910,-0.27,POINT (9267347.608540025 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_179f503477f_-2c9d,40341,1911,-0.27,POINT (9267347.608540025 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_179f503477f_-2c9c,40341,1912,-0.45,POINT (9267347.608540025 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_179f503477f_-2c9b,40341,1913,-0.77,POINT (9267347.608540025 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_179f503477f_-2c9a,40341,1914,-0.52,POINT (9267347.608540025 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_179f503477f_-2c99,40341,1915,0.2,POINT (9267347.608540025 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_179f503477f_-2c98,40341,1916,0.14,POINT (9267347.608540025 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_179f503477f_-2c97,40341,1917,-0.94,POINT (9267347.608540025 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_179f503477f_-2c96,40341,1918,-0.31,POINT (9267347.608540025 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_179f503477f_-2c95,40341,1919,-0.7,POINT (9267347.608540025 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_179f503477f_-2c94,40341,1920,-0.38,POINT (9267347.608540025 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_179f503477f_-2c93,40341,1921,-0.27,POINT (9267347.608540025 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_179f503477f_-2c92,40341,1922,-0.02,POINT (9267347.608540025 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_179f503477f_-2c91,40341,1923,0.18,POINT (9267347.608540025 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_179f503477f_-2c90,40341,1924,0.19,POINT (9267347.608540025 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_179f503477f_-2c8f,40341,1925,-0.41,POINT (9267347.608540025 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_179f503477f_-2c8e,40341,1926,-0.48,POINT (9267347.608540025 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_179f503477f_-2c8d,40341,1927,-0.42,POINT (9267347.608540025 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_179f503477f_-2c8c,40341,1928,0.08,POINT (9267347.608540025 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_179f503477f_-2c8b,40341,1929,-0.17,POINT (9267347.608540025 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_179f503477f_-2c8a,40341,1930,-0.37,POINT (9267347.608540025 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_179f503477f_-2c89,40341,1931,-0.04,POINT (9267347.608540025 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_179f503477f_-2c88,40341,1932,0.07,POINT (9267347.608540025 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_179f503477f_-2c87,40341,1933,-0.31,POINT (9267347.608540025 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_179f503477f_-2c86,40341,1934,-0.12,POINT (9267347.608540025 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_179f503477f_-2c85,40341,1935,-0.02,POINT (9267347.608540025 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_179f503477f_-2c84,40341,1936,-0.61,POINT (9267347.608540025 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_179f503477f_-2c83,40341,1937,-0.19,POINT (9267347.608540025 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_179f503477f_-2c82,40341,1938,-0.07,POINT (9267347.608540025 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_179f503477f_-2c81,40341,1939,-0.06,POINT (9267347.608540025 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_179f503477f_-2c80,40341,1940,-0.05,POINT (9267347.608540025 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_179f503477f_-2c7f,40341,1941,0.8,POINT (9267347.608540025 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_179f503477f_-2c7e,40341,1942,0.37,POINT (9267347.608540025 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_179f503477f_-2c7d,40341,1943,0.36,POINT (9267347.608540025 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_179f503477f_-2c7c,40341,1944,0.22,POINT (9267347.608540025 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_179f503477f_-2c7b,40341,1945,-0.11,POINT (9267347.608540025 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_179f503477f_-2c7a,40341,1946,0.56,POINT (9267347.608540025 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_179f503477f_-2c79,40341,1947,0.62,POINT (9267347.608540025 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_179f503477f_-2c78,40341,1948,0.21,POINT (9267347.608540025 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_179f503477f_-2c77,40341,1949,0.23,POINT (9267347.608540025 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_179f503477f_-2c76,40341,1950,-0.09,POINT (9267347.608540025 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_179f503477f_-2c75,40341,1951,0.36,POINT (9267347.608540025 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_179f503477f_-2c74,40341,1952,0.16,POINT (9267347.608540025 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_179f503477f_-2c73,40341,1953,0.57,POINT (9267347.608540025 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_179f503477f_-2c72,40341,1954,0.1,POINT (9267347.608540025 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_179f503477f_-2c71,40341,1955,0.29,POINT (9267347.608540025 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_179f503477f_-2c70,40341,1956,0.55,POINT (9267347.608540025 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_179f503477f_-2c6f,40341,1957,0.07,POINT (9267347.608540025 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_179f503477f_-2c6e,40341,1958,0.63,POINT (9267347.608540025 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_179f503477f_-2c6d,40341,1959,0,POINT (9267347.608540025 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_179f503477f_-2c6c,40341,1960,0.38,POINT (9267347.608540025 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_179f503477f_-2c6b,40341,1961,0.38,POINT (9267347.608540025 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_179f503477f_-2c6a,40341,1962,0.12,POINT (9267347.608540025 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_179f503477f_-2c69,40341,1963,0.19,POINT (9267347.608540025 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_179f503477f_-2c68,40341,1964,0.62,POINT (9267347.608540025 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_179f503477f_-2c67,40341,1965,-0.11,POINT (9267347.608540025 3535725.659799159)
anomalias_temp_anual_espacial_p.fid--5ff12b53_179f503477f_-2c66,40341,1966,-0.27,POINT (9267347.608540025 3535725.659799159)
