FID,id_punto,agno,etp_anual,geom
etp_anual_espacial_p.fid--5ff12b53_179f5047d60_-6a3,40678,1936,843,POINT (9656965.826316481 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_179f5047d60_-6a2,40678,1937,843,POINT (9656965.826316481 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_179f5047d60_-6a1,40678,1938,840,POINT (9656965.826316481 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_179f5047d60_-6a0,40678,1939,831,POINT (9656965.826316481 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_179f5047d60_-69f,40678,1940,837,POINT (9656965.826316481 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_179f5047d60_-69e,40678,1941,831,POINT (9656965.826316481 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_179f5047d60_-69d,40678,1942,870,POINT (9656965.826316481 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_179f5047d60_-69c,40678,1943,858,POINT (9656965.826316481 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_179f5047d60_-69b,40678,1944,855,POINT (9656965.826316481 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_179f5047d60_-69a,40678,1945,852,POINT (9656965.826316481 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_179f5047d60_-699,40678,1946,864,POINT (9656965.826316481 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_179f5047d60_-698,40678,1947,864,POINT (9656965.826316481 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_179f5047d60_-697,40678,1948,855,POINT (9656965.826316481 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_179f5047d60_-696,40678,1949,831,POINT (9656965.826316481 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_179f5047d60_-695,40678,1950,846,POINT (9656965.826316481 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_179f5047d60_-694,40678,1951,849,POINT (9656965.826316481 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_179f5047d60_-693,40678,1952,843,POINT (9656965.826316481 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_179f5047d60_-692,40678,1953,855,POINT (9656965.826316481 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_179f5047d60_-691,40678,1954,837,POINT (9656965.826316481 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_179f5047d60_-690,40678,1955,834,POINT (9656965.826316481 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_179f5047d60_-68f,40678,1956,861,POINT (9656965.826316481 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_179f5047d60_-68e,40678,1957,843,POINT (9656965.826316481 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_179f5047d60_-68d,40678,1958,846,POINT (9656965.826316481 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_179f5047d60_-68c,40678,1959,816,POINT (9656965.826316481 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_179f5047d60_-68b,40678,1960,828,POINT (9656965.826316481 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_179f5047d60_-68a,40678,1961,801,POINT (9656965.826316481 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_179f5047d60_-689,40678,1962,768,POINT (9656965.826316481 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_179f5047d60_-688,40678,1963,789,POINT (9656965.826316481 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_179f5047d60_-687,40678,1964,825,POINT (9656965.826316481 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_179f5047d60_-686,40678,1965,795,POINT (9656965.826316481 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_179f5047d60_-685,40678,1966,825,POINT (9656965.826316481 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_179f5047d60_-684,40678,1967,813,POINT (9656965.826316481 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_179f5047d60_-683,40678,1968,801,POINT (9656965.826316481 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_179f5047d60_-682,40678,1969,831,POINT (9656965.826316481 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_179f5047d60_-681,40678,1970,852,POINT (9656965.826316481 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_179f5047d60_-680,40678,1971,846,POINT (9656965.826316481 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_179f5047d60_-67f,40678,1972,873,POINT (9656965.826316481 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_179f5047d60_-67e,40678,1973,834,POINT (9656965.826316481 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_179f5047d60_-67d,40678,1974,849,POINT (9656965.826316481 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_179f5047d60_-67c,40678,1975,846,POINT (9656965.826316481 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_179f5047d60_-67b,40678,1976,843,POINT (9656965.826316481 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_179f5047d60_-67a,40678,1977,831,POINT (9656965.826316481 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_179f5047d60_-679,40678,1978,822,POINT (9656965.826316481 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_179f5047d60_-678,40678,1979,831,POINT (9656965.826316481 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_179f5047d60_-677,40678,1980,822,POINT (9656965.826316481 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_179f5047d60_-676,40678,1981,825,POINT (9656965.826316481 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_179f5047d60_-675,40678,1982,834,POINT (9656965.826316481 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_179f5047d60_-674,40678,1983,840,POINT (9656965.826316481 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_179f5047d60_-673,40678,1984,864,POINT (9656965.826316481 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_179f5047d60_-672,40678,1985,852,POINT (9656965.826316481 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_179f5047d60_-671,40678,1986,849,POINT (9656965.826316481 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_179f5047d60_-670,40678,1987,819,POINT (9656965.826316481 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_179f5047d60_-66f,40678,1988,840,POINT (9656965.826316481 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_179f5047d60_-66e,40678,1989,846,POINT (9656965.826316481 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_179f5047d60_-66d,40678,1990,831,POINT (9656965.826316481 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_179f5047d60_-66c,40678,1991,825,POINT (9656965.826316481 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_179f5047d60_-66b,40678,1992,825,POINT (9656965.826316481 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_179f5047d60_-66a,40678,1993,834,POINT (9656965.826316481 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_179f5047d60_-669,40678,1994,840,POINT (9656965.826316481 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_179f5047d60_-668,40678,1995,819,POINT (9656965.826316481 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_179f5047d60_-667,40678,1996,834,POINT (9656965.826316481 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_179f5047d60_-666,40678,1997,813,POINT (9656965.826316481 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_179f5047d60_-665,40678,1998,807,POINT (9656965.826316481 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_179f5047d60_-664,40678,1999,813,POINT (9656965.826316481 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_179f5047d60_-663,40678,2000,828,POINT (9656965.826316481 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_179f5047d60_-662,40678,2001,843,POINT (9656965.826316481 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_179f5047d60_-661,40678,2002,810,POINT (9656965.826316481 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_179f5047d60_-660,40678,2003,828,POINT (9656965.826316481 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_179f5047d60_-65f,40678,2004,828,POINT (9656965.826316481 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_179f5047d60_-65e,40678,2005,816,POINT (9656965.826316481 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_179f5047d60_-65d,40678,2006,819,POINT (9656965.826316481 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_179f5047d60_-65c,40678,2007,849,POINT (9656965.826316481 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_179f5047d60_-65b,40678,2008,822,POINT (9656965.826316481 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_179f5047d60_-65a,40678,2009,858,POINT (9656965.826316481 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_179f5047d60_-659,40678,2010,843,POINT (9656965.826316481 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_179f5047d60_-658,40678,2011,816,POINT (9656965.826316481 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_179f5047d60_-657,40678,2012,831,POINT (9656965.826316481 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_179f5047d60_-656,40679,1901,717,POINT (9712625.57171312 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_179f5047d60_-655,40679,1902,711,POINT (9712625.57171312 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_179f5047d60_-654,40679,1903,714,POINT (9712625.57171312 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_179f5047d60_-653,40679,1904,714,POINT (9712625.57171312 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_179f5047d60_-652,40679,1905,702,POINT (9712625.57171312 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_179f5047d60_-651,40679,1906,711,POINT (9712625.57171312 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_179f5047d60_-650,40679,1907,708,POINT (9712625.57171312 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_179f5047d60_-64f,40679,1908,708,POINT (9712625.57171312 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_179f5047d60_-64e,40679,1909,711,POINT (9712625.57171312 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_179f5047d60_-64d,40679,1910,714,POINT (9712625.57171312 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_179f5047d60_-64c,40679,1911,711,POINT (9712625.57171312 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_179f5047d60_-64b,40679,1912,705,POINT (9712625.57171312 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_179f5047d60_-64a,40679,1913,699,POINT (9712625.57171312 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_179f5047d60_-649,40679,1914,702,POINT (9712625.57171312 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_179f5047d60_-648,40679,1915,702,POINT (9712625.57171312 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_179f5047d60_-647,40679,1916,702,POINT (9712625.57171312 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_179f5047d60_-646,40679,1917,699,POINT (9712625.57171312 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_179f5047d60_-645,40679,1918,696,POINT (9712625.57171312 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_179f5047d60_-644,40679,1919,696,POINT (9712625.57171312 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_179f5047d60_-643,40679,1920,696,POINT (9712625.57171312 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_179f5047d60_-642,40679,1921,699,POINT (9712625.57171312 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_179f5047d60_-641,40679,1922,702,POINT (9712625.57171312 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_179f5047d60_-640,40679,1923,714,POINT (9712625.57171312 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_179f5047d60_-63f,40679,1924,717,POINT (9712625.57171312 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_179f5047d60_-63e,40679,1925,702,POINT (9712625.57171312 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_179f5047d60_-63d,40679,1926,687,POINT (9712625.57171312 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_179f5047d60_-63c,40679,1927,702,POINT (9712625.57171312 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_179f5047d60_-63b,40679,1928,711,POINT (9712625.57171312 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_179f5047d60_-63a,40679,1929,702,POINT (9712625.57171312 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_179f5047d60_-639,40679,1930,714,POINT (9712625.57171312 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_179f5047d60_-638,40679,1931,702,POINT (9712625.57171312 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_179f5047d60_-637,40679,1932,711,POINT (9712625.57171312 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_179f5047d60_-636,40679,1933,717,POINT (9712625.57171312 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_179f5047d60_-635,40679,1934,702,POINT (9712625.57171312 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_179f5047d60_-634,40679,1935,735,POINT (9712625.57171312 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_179f5047d60_-633,40679,1936,723,POINT (9712625.57171312 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_179f5047d60_-632,40679,1937,732,POINT (9712625.57171312 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_179f5047d60_-631,40679,1938,708,POINT (9712625.57171312 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_179f5047d60_-630,40679,1939,702,POINT (9712625.57171312 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_179f5047d60_-62f,40679,1940,717,POINT (9712625.57171312 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_179f5047d60_-62e,40679,1941,711,POINT (9712625.57171312 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_179f5047d60_-62d,40679,1942,744,POINT (9712625.57171312 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_179f5047d60_-62c,40679,1943,738,POINT (9712625.57171312 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_179f5047d60_-62b,40679,1944,729,POINT (9712625.57171312 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_179f5047d60_-62a,40679,1945,738,POINT (9712625.57171312 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_179f5047d60_-629,40679,1946,741,POINT (9712625.57171312 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_179f5047d60_-628,40679,1947,744,POINT (9712625.57171312 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_179f5047d60_-627,40679,1948,735,POINT (9712625.57171312 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_179f5047d60_-626,40679,1949,708,POINT (9712625.57171312 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_179f5047d60_-625,40679,1950,729,POINT (9712625.57171312 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_179f5047d60_-624,40679,1951,714,POINT (9712625.57171312 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_179f5047d60_-623,40679,1952,714,POINT (9712625.57171312 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_179f5047d60_-622,40679,1953,723,POINT (9712625.57171312 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_179f5047d60_-621,40679,1954,717,POINT (9712625.57171312 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_179f5047d60_-620,40679,1955,708,POINT (9712625.57171312 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_179f5047d60_-61f,40679,1956,744,POINT (9712625.57171312 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_179f5047d60_-61e,40679,1957,723,POINT (9712625.57171312 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_179f5047d60_-61d,40679,1958,717,POINT (9712625.57171312 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_179f5047d60_-61c,40679,1959,693,POINT (9712625.57171312 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_179f5047d60_-61b,40679,1960,708,POINT (9712625.57171312 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_179f5047d60_-61a,40679,1961,693,POINT (9712625.57171312 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_179f5047d60_-619,40679,1962,651,POINT (9712625.57171312 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_179f5047d60_-618,40679,1963,666,POINT (9712625.57171312 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_179f5047d60_-617,40679,1964,699,POINT (9712625.57171312 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_179f5047d60_-616,40679,1965,675,POINT (9712625.57171312 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_179f5047d60_-615,40679,1966,699,POINT (9712625.57171312 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_179f5047d60_-614,40679,1967,684,POINT (9712625.57171312 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_179f5047d60_-613,40679,1968,693,POINT (9712625.57171312 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_179f5047d60_-612,40679,1969,714,POINT (9712625.57171312 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_179f5047d60_-611,40679,1970,735,POINT (9712625.57171312 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_179f5047d60_-610,40679,1971,720,POINT (9712625.57171312 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_179f5047d60_-60f,40679,1972,753,POINT (9712625.57171312 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_179f5047d60_-60e,40679,1973,714,POINT (9712625.57171312 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_179f5047d60_-60d,40679,1974,717,POINT (9712625.57171312 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_179f5047d60_-60c,40679,1975,720,POINT (9712625.57171312 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_179f5047d60_-60b,40679,1976,717,POINT (9712625.57171312 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_179f5047d60_-60a,40679,1977,699,POINT (9712625.57171312 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_179f5047d60_-609,40679,1978,696,POINT (9712625.57171312 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_179f5047d60_-608,40679,1979,714,POINT (9712625.57171312 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_179f5047d60_-607,40679,1980,696,POINT (9712625.57171312 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_179f5047d60_-606,40679,1981,702,POINT (9712625.57171312 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_179f5047d60_-605,40679,1982,717,POINT (9712625.57171312 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_179f5047d60_-604,40679,1983,720,POINT (9712625.57171312 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_179f5047d60_-603,40679,1984,741,POINT (9712625.57171312 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_179f5047d60_-602,40679,1985,726,POINT (9712625.57171312 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_179f5047d60_-601,40679,1986,723,POINT (9712625.57171312 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_179f5047d60_-600,40679,1987,711,POINT (9712625.57171312 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_179f5047d60_-5ff,40679,1988,714,POINT (9712625.57171312 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_179f5047d60_-5fe,40679,1989,726,POINT (9712625.57171312 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_179f5047d60_-5fd,40679,1990,714,POINT (9712625.57171312 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_179f5047d60_-5fc,40679,1991,699,POINT (9712625.57171312 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_179f5047d60_-5fb,40679,1992,699,POINT (9712625.57171312 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_179f5047d60_-5fa,40679,1993,702,POINT (9712625.57171312 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_179f5047d60_-5f9,40679,1994,711,POINT (9712625.57171312 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_179f5047d60_-5f8,40679,1995,696,POINT (9712625.57171312 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_179f5047d60_-5f7,40679,1996,705,POINT (9712625.57171312 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_179f5047d60_-5f6,40679,1997,696,POINT (9712625.57171312 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_179f5047d60_-5f5,40679,1998,672,POINT (9712625.57171312 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_179f5047d60_-5f4,40679,1999,681,POINT (9712625.57171312 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_179f5047d60_-5f3,40679,2000,690,POINT (9712625.57171312 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_179f5047d60_-5f2,40679,2001,711,POINT (9712625.57171312 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_179f5047d60_-5f1,40679,2002,678,POINT (9712625.57171312 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_179f5047d60_-5f0,40679,2003,702,POINT (9712625.57171312 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_179f5047d60_-5ef,40679,2004,696,POINT (9712625.57171312 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_179f5047d60_-5ee,40679,2005,684,POINT (9712625.57171312 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_179f5047d60_-5ed,40679,2006,684,POINT (9712625.57171312 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_179f5047d60_-5ec,40679,2007,720,POINT (9712625.57171312 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_179f5047d60_-5eb,40679,2008,690,POINT (9712625.57171312 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_179f5047d60_-5ea,40679,2009,723,POINT (9712625.57171312 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_179f5047d60_-5e9,40679,2010,711,POINT (9712625.57171312 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_179f5047d60_-5e8,40679,2011,693,POINT (9712625.57171312 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_179f5047d60_-5e7,40679,2012,711,POINT (9712625.57171312 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_179f5047d60_-5e6,40680,1901,738,POINT (9768285.317109756 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_179f5047d60_-5e5,40680,1902,738,POINT (9768285.317109756 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_179f5047d60_-5e4,40680,1903,744,POINT (9768285.317109756 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_179f5047d60_-5e3,40680,1904,747,POINT (9768285.317109756 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_179f5047d60_-5e2,40680,1905,738,POINT (9768285.317109756 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_179f5047d60_-5e1,40680,1906,738,POINT (9768285.317109756 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_179f5047d60_-5e0,40680,1907,738,POINT (9768285.317109756 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_179f5047d60_-5df,40680,1908,744,POINT (9768285.317109756 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_179f5047d60_-5de,40680,1909,738,POINT (9768285.317109756 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_179f5047d60_-5dd,40680,1910,741,POINT (9768285.317109756 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_179f5047d60_-5dc,40680,1911,738,POINT (9768285.317109756 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_179f5047d60_-5db,40680,1912,732,POINT (9768285.317109756 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_179f5047d60_-5da,40680,1913,723,POINT (9768285.317109756 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_179f5047d60_-5d9,40680,1914,723,POINT (9768285.317109756 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_179f5047d60_-5d8,40680,1915,729,POINT (9768285.317109756 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_179f5047d60_-5d7,40680,1916,735,POINT (9768285.317109756 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_179f5047d60_-5d6,40680,1917,723,POINT (9768285.317109756 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_179f5047d60_-5d5,40680,1918,729,POINT (9768285.317109756 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_179f5047d60_-5d4,40680,1919,729,POINT (9768285.317109756 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_179f5047d60_-5d3,40680,1920,729,POINT (9768285.317109756 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_179f5047d60_-5d2,40680,1921,723,POINT (9768285.317109756 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_179f5047d60_-5d1,40680,1922,732,POINT (9768285.317109756 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_179f5047d60_-5d0,40680,1923,735,POINT (9768285.317109756 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_179f5047d60_-5cf,40680,1924,738,POINT (9768285.317109756 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_179f5047d60_-5ce,40680,1925,735,POINT (9768285.317109756 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_179f5047d60_-5cd,40680,1926,720,POINT (9768285.317109756 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_179f5047d60_-5cc,40680,1927,729,POINT (9768285.317109756 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_179f5047d60_-5cb,40680,1928,738,POINT (9768285.317109756 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_179f5047d60_-5ca,40680,1929,726,POINT (9768285.317109756 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_179f5047d60_-5c9,40680,1930,744,POINT (9768285.317109756 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_179f5047d60_-5c8,40680,1931,738,POINT (9768285.317109756 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_179f5047d60_-5c7,40680,1932,738,POINT (9768285.317109756 3471454.9819268296)
etp_anual_espacial_p.fid--5ff12b53_179f5047d60_-5c6,40680,1933,747,POINT (9768285.317109756 3471454.9819268296)
