FID,id_punto,agno,anomalia_pre_anual,geom
anomalias_pre_anual_espacial_p.fid--5ff12b53_179f50306d0_5ee6,40348,1971,66.53,POINT (9656965.826316481 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_179f50306d0_5ee7,40348,1972,-238.06,POINT (9656965.826316481 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_179f50306d0_5ee8,40348,1973,83.43,POINT (9656965.826316481 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_179f50306d0_5ee9,40348,1974,-37.56,POINT (9656965.826316481 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_179f50306d0_5eea,40348,1975,0.93,POINT (9656965.826316481 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_179f50306d0_5eeb,40348,1976,-69.66,POINT (9656965.826316481 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_179f50306d0_5eec,40348,1977,190.73,POINT (9656965.826316481 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_179f50306d0_5eed,40348,1978,14.93,POINT (9656965.826316481 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_179f50306d0_5eee,40348,1979,-84.56,POINT (9656965.826316481 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_179f50306d0_5eef,40348,1980,276.03,POINT (9656965.826316481 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_179f50306d0_5ef0,40348,1981,58.43,POINT (9656965.826316481 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_179f50306d0_5ef1,40348,1982,119.73,POINT (9656965.826316481 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_179f50306d0_5ef2,40348,1983,13.03,POINT (9656965.826316481 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_179f50306d0_5ef3,40348,1984,-151.46,POINT (9656965.826316481 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_179f50306d0_5ef4,40348,1985,20.13,POINT (9656965.826316481 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_179f50306d0_5ef5,40348,1986,-27.36,POINT (9656965.826316481 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_179f50306d0_5ef6,40348,1987,-84.46,POINT (9656965.826316481 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_179f50306d0_5ef7,40348,1988,20.63,POINT (9656965.826316481 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_179f50306d0_5ef8,40348,1989,168.33,POINT (9656965.826316481 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_179f50306d0_5ef9,40348,1990,135.23,POINT (9656965.826316481 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_179f50306d0_5efa,40348,1991,-124.46,POINT (9656965.826316481 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_179f50306d0_5efb,40348,1992,-149.26,POINT (9656965.826316481 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_179f50306d0_5efc,40348,1993,-145.86,POINT (9656965.826316481 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_179f50306d0_5efd,40348,1994,-235.96,POINT (9656965.826316481 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_179f50306d0_5efe,40348,1995,-23.16,POINT (9656965.826316481 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_179f50306d0_5eff,40348,1996,41.53,POINT (9656965.826316481 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_179f50306d0_5f00,40348,1997,60.83,POINT (9656965.826316481 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_179f50306d0_5f01,40348,1998,57.13,POINT (9656965.826316481 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_179f50306d0_5f02,40348,1999,53.93,POINT (9656965.826316481 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_179f50306d0_5f03,40348,2000,-3.56,POINT (9656965.826316481 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_179f50306d0_5f04,40348,2001,51.53,POINT (9656965.826316481 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_179f50306d0_5f05,40348,2002,74.53,POINT (9656965.826316481 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_179f50306d0_5f06,40348,2003,92.13,POINT (9656965.826316481 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_179f50306d0_5f07,40348,2004,128.13,POINT (9656965.826316481 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_179f50306d0_5f08,40348,2005,70.43,POINT (9656965.826316481 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_179f50306d0_5f09,40348,2006,34.43,POINT (9656965.826316481 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_179f50306d0_5f0a,40348,2007,73.53,POINT (9656965.826316481 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_179f50306d0_5f0b,40348,2008,15.03,POINT (9656965.826316481 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_179f50306d0_5f0c,40348,2009,-6.86,POINT (9656965.826316481 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_179f50306d0_5f0d,40348,2010,-81.56,POINT (9656965.826316481 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_179f50306d0_5f0e,40348,2011,281.73,POINT (9656965.826316481 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_179f50306d0_5f0f,40348,2012,-83.86,POINT (9656965.826316481 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_179f50306d0_5f10,40348,2013,-390.36,POINT (9656965.826316481 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_179f50306d0_5f11,40348,2014,-453.36,POINT (9656965.826316481 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_179f50306d0_5f12,40348,2015,-542.66,POINT (9656965.826316481 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_179f50306d0_5f13,40348,2016,-366.36,POINT (9656965.826316481 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_179f50306d0_5f14,40348,2017,-404.66,POINT (9656965.826316481 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_179f50306d0_5f15,40348,2018,-302.46,POINT (9656965.826316481 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_179f50306d0_5f16,40348,2019,-412.26,POINT (9656965.826316481 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_179f50306d0_5f17,40348,2020,-317.66,POINT (9656965.826316481 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_179f50306d0_5f18,40349,1901,-0.91,POINT (9712625.57171312 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_179f50306d0_5f19,40349,1902,17.58,POINT (9712625.57171312 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_179f50306d0_5f1a,40349,1903,-2.81,POINT (9712625.57171312 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_179f50306d0_5f1b,40349,1904,-0.71,POINT (9712625.57171312 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_179f50306d0_5f1c,40349,1905,42.08,POINT (9712625.57171312 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_179f50306d0_5f1d,40349,1906,22.28,POINT (9712625.57171312 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_179f50306d0_5f1e,40349,1907,6.18,POINT (9712625.57171312 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_179f50306d0_5f1f,40349,1908,-15.31,POINT (9712625.57171312 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_179f50306d0_5f20,40349,1909,18.98,POINT (9712625.57171312 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_179f50306d0_5f21,40349,1910,4.88,POINT (9712625.57171312 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_179f50306d0_5f22,40349,1911,18.78,POINT (9712625.57171312 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_179f50306d0_5f23,40349,1912,-2.51,POINT (9712625.57171312 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_179f50306d0_5f24,40349,1913,38.88,POINT (9712625.57171312 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_179f50306d0_5f25,40349,1914,23.38,POINT (9712625.57171312 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_179f50306d0_5f26,40349,1915,46.48,POINT (9712625.57171312 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_179f50306d0_5f27,40349,1916,11.68,POINT (9712625.57171312 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_179f50306d0_5f28,40349,1917,-10.41,POINT (9712625.57171312 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_179f50306d0_5f29,40349,1918,15.68,POINT (9712625.57171312 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_179f50306d0_5f2a,40349,1919,-15.41,POINT (9712625.57171312 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_179f50306d0_5f2b,40349,1920,-14.81,POINT (9712625.57171312 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_179f50306d0_5f2c,40349,1921,2.68,POINT (9712625.57171312 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_179f50306d0_5f2d,40349,1922,28.78,POINT (9712625.57171312 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_179f50306d0_5f2e,40349,1923,-6.01,POINT (9712625.57171312 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_179f50306d0_5f2f,40349,1924,7.28,POINT (9712625.57171312 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_179f50306d0_5f30,40349,1925,30.58,POINT (9712625.57171312 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_179f50306d0_5f31,40349,1926,7.38,POINT (9712625.57171312 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_179f50306d0_5f32,40349,1927,-6.11,POINT (9712625.57171312 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_179f50306d0_5f33,40349,1928,3.28,POINT (9712625.57171312 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_179f50306d0_5f34,40349,1929,13.68,POINT (9712625.57171312 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_179f50306d0_5f35,40349,1930,-10.01,POINT (9712625.57171312 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_179f50306d0_5f36,40349,1931,0.08,POINT (9712625.57171312 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_179f50306d0_5f37,40349,1932,-8.91,POINT (9712625.57171312 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_179f50306d0_5f38,40349,1933,11.78,POINT (9712625.57171312 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_179f50306d0_5f39,40349,1934,-2.51,POINT (9712625.57171312 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_179f50306d0_5f3a,40349,1935,-63.91,POINT (9712625.57171312 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_179f50306d0_5f3b,40349,1936,33.08,POINT (9712625.57171312 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_179f50306d0_5f3c,40349,1937,72.48,POINT (9712625.57171312 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_179f50306d0_5f3d,40349,1938,144.48,POINT (9712625.57171312 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_179f50306d0_5f3e,40349,1939,-7.71,POINT (9712625.57171312 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_179f50306d0_5f3f,40349,1940,34.78,POINT (9712625.57171312 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_179f50306d0_5f40,40349,1941,5.38,POINT (9712625.57171312 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_179f50306d0_5f41,40349,1942,125.88,POINT (9712625.57171312 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_179f50306d0_5f42,40349,1943,87.58,POINT (9712625.57171312 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_179f50306d0_5f43,40349,1944,49.18,POINT (9712625.57171312 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_179f50306d0_5f44,40349,1945,94.48,POINT (9712625.57171312 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_179f50306d0_5f45,40349,1946,127.48,POINT (9712625.57171312 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_179f50306d0_5f46,40349,1947,-16.51,POINT (9712625.57171312 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_179f50306d0_5f47,40349,1948,-27.01,POINT (9712625.57171312 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_179f50306d0_5f48,40349,1949,71.28,POINT (9712625.57171312 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_179f50306d0_5f49,40349,1950,-35.01,POINT (9712625.57171312 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_179f50306d0_5f4a,40349,1951,-46.81,POINT (9712625.57171312 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_179f50306d0_5f4b,40349,1952,-12.51,POINT (9712625.57171312 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_179f50306d0_5f4c,40349,1953,-38.21,POINT (9712625.57171312 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_179f50306d0_5f4d,40349,1954,34.58,POINT (9712625.57171312 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_179f50306d0_5f4e,40349,1955,27.18,POINT (9712625.57171312 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_179f50306d0_5f4f,40349,1956,-74.11,POINT (9712625.57171312 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_179f50306d0_5f50,40349,1957,-178.01,POINT (9712625.57171312 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_179f50306d0_5f51,40349,1958,-203.11,POINT (9712625.57171312 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_179f50306d0_5f52,40349,1959,-76.61,POINT (9712625.57171312 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_179f50306d0_5f53,40349,1960,-151.71,POINT (9712625.57171312 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_179f50306d0_5f54,40349,1961,7.38,POINT (9712625.57171312 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_179f50306d0_5f55,40349,1962,127.28,POINT (9712625.57171312 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_179f50306d0_5f56,40349,1963,250.18,POINT (9712625.57171312 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_179f50306d0_5f57,40349,1964,-140.41,POINT (9712625.57171312 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_179f50306d0_5f58,40349,1965,-182.21,POINT (9712625.57171312 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_179f50306d0_5f59,40349,1966,-190.11,POINT (9712625.57171312 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_179f50306d0_5f5a,40349,1967,-17.81,POINT (9712625.57171312 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_179f50306d0_5f5b,40349,1968,-37.11,POINT (9712625.57171312 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_179f50306d0_5f5c,40349,1969,-108.41,POINT (9712625.57171312 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_179f50306d0_5f5d,40349,1970,-116.51,POINT (9712625.57171312 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_179f50306d0_5f5e,40349,1971,59.68,POINT (9712625.57171312 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_179f50306d0_5f5f,40349,1972,-224.21,POINT (9712625.57171312 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_179f50306d0_5f60,40349,1973,109.98,POINT (9712625.57171312 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_179f50306d0_5f61,40349,1974,-20.91,POINT (9712625.57171312 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_179f50306d0_5f62,40349,1975,-27.11,POINT (9712625.57171312 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_179f50306d0_5f63,40349,1976,-52.41,POINT (9712625.57171312 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_179f50306d0_5f64,40349,1977,194.78,POINT (9712625.57171312 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_179f50306d0_5f65,40349,1978,6.78,POINT (9712625.57171312 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_179f50306d0_5f66,40349,1979,-94.21,POINT (9712625.57171312 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_179f50306d0_5f67,40349,1980,262.38,POINT (9712625.57171312 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_179f50306d0_5f68,40349,1981,2.88,POINT (9712625.57171312 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_179f50306d0_5f69,40349,1982,134.08,POINT (9712625.57171312 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_179f50306d0_5f6a,40349,1983,-10.51,POINT (9712625.57171312 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_179f50306d0_5f6b,40349,1984,-126.01,POINT (9712625.57171312 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_179f50306d0_5f6c,40349,1985,-26.31,POINT (9712625.57171312 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_179f50306d0_5f6d,40349,1986,-41.21,POINT (9712625.57171312 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_179f50306d0_5f6e,40349,1987,-68.41,POINT (9712625.57171312 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_179f50306d0_5f6f,40349,1988,30.18,POINT (9712625.57171312 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_179f50306d0_5f70,40349,1989,151.98,POINT (9712625.57171312 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_179f50306d0_5f71,40349,1990,146.38,POINT (9712625.57171312 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_179f50306d0_5f72,40349,1991,-95.01,POINT (9712625.57171312 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_179f50306d0_5f73,40349,1992,-145.11,POINT (9712625.57171312 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_179f50306d0_5f74,40349,1993,-122.01,POINT (9712625.57171312 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_179f50306d0_5f75,40349,1994,-239.11,POINT (9712625.57171312 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_179f50306d0_5f76,40349,1995,-43.51,POINT (9712625.57171312 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_179f50306d0_5f77,40349,1996,29.78,POINT (9712625.57171312 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_179f50306d0_5f78,40349,1997,46.88,POINT (9712625.57171312 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_179f50306d0_5f79,40349,1998,64.18,POINT (9712625.57171312 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_179f50306d0_5f7a,40349,1999,56.88,POINT (9712625.57171312 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_179f50306d0_5f7b,40349,2000,4.48,POINT (9712625.57171312 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_179f50306d0_5f7c,40349,2001,55.38,POINT (9712625.57171312 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_179f50306d0_5f7d,40349,2002,74.28,POINT (9712625.57171312 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_179f50306d0_5f7e,40349,2003,96.88,POINT (9712625.57171312 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_179f50306d0_5f7f,40349,2004,130.08,POINT (9712625.57171312 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_179f50306d0_5f80,40349,2005,87.68,POINT (9712625.57171312 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_179f50306d0_5f81,40349,2006,36.38,POINT (9712625.57171312 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_179f50306d0_5f82,40349,2007,90.68,POINT (9712625.57171312 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_179f50306d0_5f83,40349,2008,34.68,POINT (9712625.57171312 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_179f50306d0_5f84,40349,2009,18.68,POINT (9712625.57171312 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_179f50306d0_5f85,40349,2010,-93.51,POINT (9712625.57171312 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_179f50306d0_5f86,40349,2011,296.18,POINT (9712625.57171312 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_179f50306d0_5f87,40349,2012,-70.31,POINT (9712625.57171312 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_179f50306d0_5f88,40349,2013,-330.41,POINT (9712625.57171312 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_179f50306d0_5f89,40349,2014,-408.71,POINT (9712625.57171312 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_179f50306d0_5f8a,40349,2015,-515.31,POINT (9712625.57171312 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_179f50306d0_5f8b,40349,2016,-302.41,POINT (9712625.57171312 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_179f50306d0_5f8c,40349,2017,-369.61,POINT (9712625.57171312 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_179f50306d0_5f8d,40349,2018,-274.41,POINT (9712625.57171312 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_179f50306d0_5f8e,40349,2019,-340.91,POINT (9712625.57171312 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_179f50306d0_5f8f,40349,2020,-244.01,POINT (9712625.57171312 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_179f50306d0_5f90,40350,1901,0.29,POINT (9768285.317109756 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_179f50306d0_5f91,40350,1902,0.29,POINT (9768285.317109756 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_179f50306d0_5f92,40350,1903,0.29,POINT (9768285.317109756 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_179f50306d0_5f93,40350,1904,0.29,POINT (9768285.317109756 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_179f50306d0_5f94,40350,1905,0.29,POINT (9768285.317109756 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_179f50306d0_5f95,40350,1906,0.29,POINT (9768285.317109756 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_179f50306d0_5f96,40350,1907,0.29,POINT (9768285.317109756 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_179f50306d0_5f97,40350,1908,0.29,POINT (9768285.317109756 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_179f50306d0_5f98,40350,1909,0.29,POINT (9768285.317109756 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_179f50306d0_5f99,40350,1910,0.29,POINT (9768285.317109756 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_179f50306d0_5f9a,40350,1911,0.29,POINT (9768285.317109756 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_179f50306d0_5f9b,40350,1912,0.29,POINT (9768285.317109756 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_179f50306d0_5f9c,40350,1913,0.29,POINT (9768285.317109756 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_179f50306d0_5f9d,40350,1914,0.29,POINT (9768285.317109756 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_179f50306d0_5f9e,40350,1915,0.29,POINT (9768285.317109756 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_179f50306d0_5f9f,40350,1916,0.29,POINT (9768285.317109756 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_179f50306d0_5fa0,40350,1917,0.29,POINT (9768285.317109756 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_179f50306d0_5fa1,40350,1918,0.29,POINT (9768285.317109756 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_179f50306d0_5fa2,40350,1919,0.29,POINT (9768285.317109756 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_179f50306d0_5fa3,40350,1920,0.29,POINT (9768285.317109756 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_179f50306d0_5fa4,40350,1921,0.29,POINT (9768285.317109756 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_179f50306d0_5fa5,40350,1922,0.29,POINT (9768285.317109756 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_179f50306d0_5fa6,40350,1923,0.29,POINT (9768285.317109756 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_179f50306d0_5fa7,40350,1924,0.29,POINT (9768285.317109756 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_179f50306d0_5fa8,40350,1925,0.29,POINT (9768285.317109756 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_179f50306d0_5fa9,40350,1926,0.29,POINT (9768285.317109756 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_179f50306d0_5faa,40350,1927,0.29,POINT (9768285.317109756 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_179f50306d0_5fab,40350,1928,0.29,POINT (9768285.317109756 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_179f50306d0_5fac,40350,1929,0.29,POINT (9768285.317109756 3535725.659799159)
anomalias_pre_anual_espacial_p.fid--5ff12b53_179f50306d0_5fad,40350,1930,0.29,POINT (9768285.317109756 3535725.659799159)
