DATE,PRECTOT,PS,QV2M,RH2M,T2M,T2MWET,T2M_MAX,T2M_MIN,T2M_RANGE,TS,WS10M,WS10M_MAX,WS10M_MIN,WS10M_RANGE,WS50M,WS50M_MAX,WS50M_MIN,WS50M_RANGE
19810101,0.0,82.02,4.28,52.2,8.06,-1.8,14.68,3.8,10.88,5.61,1.81,4.33,0.25,4.08,1.75,3.51,0.3,3.21
19810102,0.04,82.08,4.56,55.26,8.16,-0.92,14.25,5.05,9.2,5.77,1.79,4.44,0.25,4.19,1.73,3.7,0.27,3.42
19810103,0.0,82.03,4.98,62.77,7.59,0.31,13.47,3.44,10.03,6.0,1.73,3.94,0.21,3.73,1.71,3.14,0.24,2.9
19810104,0.68,81.94,5.07,68.99,6.43,0.5,11.67,2.85,8.82,5.2,1.76,4.11,0.2,3.91,1.75,3.56,0.35,3.21
19810105,0.13,81.92,4.77,67.44,5.89,-0.29,11.56,2.1,9.45,4.54,1.93,4.47,0.24,4.22,1.99,3.82,0.31,3.51
19810106,0.2,81.81,4.64,66.86,5.59,-0.84,11.57,1.21,10.35,4.79,2.2,4.95,0.61,4.33,2.27,4.28,0.83,3.45
19810107,1.3,81.82,5.45,83.31,4.74,1.47,8.42,2.27,6.15,4.87,1.69,4.03,0.23,3.79,1.76,3.56,0.41,3.15
19810108,2.05,81.9,4.57,71.12,4.52,-1.14,10.6,0.53,10.07,3.58,1.67,4.06,0.04,4.02,1.59,3.26,0.12,3.14
19810109,0.73,82.18,3.86,61.67,4.18,-3.42,10.19,0.29,9.9,2.14,1.83,4.24,0.45,3.79,1.71,3.33,0.47,2.86
19810110,0.0,82.37,3.64,52.87,5.58,-4.07,12.26,0.89,11.36,2.85,1.6,3.75,0.47,3.28,1.54,2.99,0.43,2.56
19810111,0.02,82.48,3.71,54.84,5.34,-3.91,10.56,1.69,8.87,2.65,1.26,2.3,0.26,2.04,1.39,2.25,0.39,1.87
19810112,0.01,82.55,5.31,78.13,5.43,1.31,9.83,2.78,7.06,5.1,1.38,3.61,0.37,3.24,1.3,2.84,0.4,2.44
19810113,0.22,82.39,5.25,76.72,5.48,0.77,10.84,2.32,8.52,4.39,1.44,3.37,0.27,3.1,1.44,2.75,0.39,2.36
19810114,0.0,82.34,4.55,59.4,7.12,-1.39,13.91,2.33,11.59,5.01,1.73,4.45,0.31,4.14,1.68,3.75,0.49,3.26
19810115,0.0,82.5,3.58,44.0,8.05,-4.19,15.76,2.33,13.42,5.29,1.97,4.22,0.76,3.46,1.89,3.46,0.7,2.76
19810116,0.0,82.63,3.67,40.45,9.69,-3.78,16.74,4.5,12.24,6.12,1.76,4.04,0.2,3.84,1.68,3.17,0.34,2.83
19810117,0.0,82.59,3.88,40.36,10.52,-2.97,17.44,6.22,11.22,7.09,1.63,3.7,0.24,3.46,1.59,2.95,0.42,2.53
19810118,0.04,82.27,3.84,43.1,9.32,-3.0,15.36,6.05,9.31,6.68,1.61,3.95,0.33,3.62,1.53,3.33,0.32,3.02
19810119,0.85,82.07,4.36,57.05,7.05,-1.1,11.24,3.41,7.83,5.7,1.68,4.11,0.12,3.99,1.69,3.48,0.14,3.34
19810120,0.0,82.21,4.09,52.15,7.45,-2.21,14.21,2.96,11.25,5.56,1.89,4.19,0.27,3.91,1.81,3.47,0.39,3.09
19810121,0.0,82.17,4.25,54.74,7.28,-1.71,13.2,3.33,9.87,5.35,1.85,4.56,0.19,4.37,1.79,3.81,0.22,3.59
19810122,0.0,81.98,4.55,63.02,6.2,-0.66,11.68,2.22,9.47,5.26,2.1,4.68,0.45,4.23,2.09,4.0,0.53,3.46
19810123,0.07,81.97,4.55,63.31,6.14,-0.85,11.96,1.78,10.18,5.0,1.99,4.34,0.55,3.79,2.08,4.0,0.5,3.51
19810124,3.0,82.2,4.89,74.07,4.93,0.08,11.67,1.9,9.77,4.11,1.87,4.31,0.32,3.98,2.22,3.92,0.58,3.34
19810125,2.33,82.3,5.14,75.53,5.38,0.59,11.22,2.11,9.11,5.01,1.59,3.78,0.18,3.6,1.58,3.4,0.16,3.25
19810126,0.05,82.45,3.8,53.53,6.04,-3.79,13.08,1.16,11.92,3.92,2.0,4.57,0.66,3.91,1.99,3.93,0.74,3.19
19810127,0.01,82.36,3.75,50.34,6.71,-3.76,13.68,2.29,11.4,4.39,2.03,5.09,0.23,4.85,1.98,4.5,0.37,4.12
19810128,0.0,82.33,3.74,48.25,7.29,-3.45,14.84,2.01,12.83,5.2,2.01,4.86,0.29,4.58,1.91,4.12,0.27,3.85
19810129,0.0,82.03,4.44,56.25,7.52,-1.04,14.02,3.56,10.47,6.01,2.06,5.05,0.4,4.65,1.95,4.34,0.46,3.88
