Rainfall,Year,Month Statistics, Country, ISO3
3.0, 1951, Dec Average, Nepal, NPL
10.8, 1952, Jan Average, Nepal, NPL
26.7, 1952, Feb Average, Nepal, NPL
63.0, 1952, Mar Average, Nepal, NPL
44.6, 1952, Apr Average, Nepal, NPL
101.2, 1952, May Average, Nepal, NPL
236.7, 1952, Jun Average, Nepal, NPL
326.0, 1952, Jul Average, Nepal, NPL
317.6, 1952, Aug Average, Nepal, NPL
226.3, 1952, Sep Average, Nepal, NPL
13.8, 1952, Oct Average, Nepal, NPL
8.9, 1952, Nov Average, Nepal, NPL
9.6, 1952, Dec Average, Nepal, NPL
35.4, 1953, Jan Average, Nepal, NPL
10.0, 1953, Feb Average, Nepal, NPL
44.1, 1953, Mar Average, Nepal, NPL
42.3, 1953, Apr Average, Nepal, NPL
61.2, 1953, May Average, Nepal, NPL
200.0, 1953, Jun Average, Nepal, NPL
460.8, 1953, Jul Average, Nepal, NPL
265.3, 1953, Aug Average, Nepal, NPL
234.7, 1953, Sep Average, Nepal, NPL
26.9, 1953, Oct Average, Nepal, NPL
3.8, 1953, Nov Average, Nepal, NPL
4.5, 1953, Dec Average, Nepal, NPL
22.5, 1954, Jan Average, Nepal, NPL
49.4, 1954, Feb Average, Nepal, NPL
16.4, 1954, Mar Average, Nepal, NPL
19.0, 1954, Apr Average, Nepal, NPL
67.5, 1954, May Average, Nepal, NPL
220.3, 1954, Jun Average, Nepal, NPL
435.5, 1954, Jul Average, Nepal, NPL
383.5, 1954, Aug Average, Nepal, NPL
169.8, 1954, Sep Average, Nepal, NPL
28.6, 1954, Oct Average, Nepal, NPL
1.8, 1954, Nov Average, Nepal, NPL
11.4, 1954, Dec Average, Nepal, NPL
23.2, 1955, Jan Average, Nepal, NPL
11.4, 1955, Feb Average, Nepal, NPL
23.7, 1955, Mar Average, Nepal, NPL
57.4, 1955, Apr Average, Nepal, NPL
53.1, 1955, May Average, Nepal, NPL
219.7, 1955, Jun Average, Nepal, NPL
430.7, 1955, Jul Average, Nepal, NPL
353.2, 1955, Aug Average, Nepal, NPL
193.6, 1955, Sep Average, Nepal, NPL
54.8, 1955, Oct Average, Nepal, NPL
2.6, 1955, Nov Average, Nepal, NPL
5.7, 1955, Dec Average, Nepal, NPL
28.1, 1956, Jan Average, Nepal, NPL
19.4, 1956, Feb Average, Nepal, NPL
35.0, 1956, Mar Average, Nepal, NPL
27.3, 1956, Apr Average, Nepal, NPL
155.4, 1956, May Average, Nepal, NPL
348.4, 1956, Jun Average, Nepal, NPL
260.7, 1956, Jul Average, Nepal, NPL
279.4, 1956, Aug Average, Nepal, NPL
180.7, 1956, Sep Average, Nepal, NPL
136.3, 1956, Oct Average, Nepal, NPL
17.4, 1956, Nov Average, Nepal, NPL
8.5, 1956, Dec Average, Nepal, NPL
67.6, 1957, Jan Average, Nepal, NPL
2.1, 1957, Feb Average, Nepal, NPL
33.4, 1957, Mar Average, Nepal, NPL
19.4, 1957, Apr Average, Nepal, NPL
31.8, 1957, May Average, Nepal, NPL
102.5, 1957, Jun Average, Nepal, NPL
396.1, 1957, Jul Average, Nepal, NPL
310.7, 1957, Aug Average, Nepal, NPL
116.3, 1957, Sep Average, Nepal, NPL
29.0, 1957, Oct Average, Nepal, NPL
5.2, 1957, Nov Average, Nepal, NPL
32.2, 1957, Dec Average, Nepal, NPL
31.8, 1958, Jan Average, Nepal, NPL
7.2, 1958, Feb Average, Nepal, NPL
18.2, 1958, Mar Average, Nepal, NPL
43.9, 1958, Apr Average, Nepal, NPL
45.2, 1958, May Average, Nepal, NPL
110.3, 1958, Jun Average, Nepal, NPL
302.4, 1958, Jul Average, Nepal, NPL
424.6, 1958, Aug Average, Nepal, NPL
142.9, 1958, Sep Average, Nepal, NPL
77.5, 1958, Oct Average, Nepal, NPL
1.2, 1958, Nov Average, Nepal, NPL
12.3, 1958, Dec Average, Nepal, NPL
51.8, 1959, Jan Average, Nepal, NPL
17.1, 1959, Feb Average, Nepal, NPL
40.7, 1959, Mar Average, Nepal, NPL
32.6, 1959, Apr Average, Nepal, NPL
72.6, 1959, May Average, Nepal, NPL
193.5, 1959, Jun Average, Nepal, NPL
279.7, 1959, Jul Average, Nepal, NPL
264.4, 1959, Aug Average, Nepal, NPL
221.9, 1959, Sep Average, Nepal, NPL
105.0, 1959, Oct Average, Nepal, NPL
5.9, 1959, Nov Average, Nepal, NPL
0.0, 1959, Dec Average, Nepal, NPL
8.1, 1960, Jan Average, Nepal, NPL
5.1, 1960, Feb Average, Nepal, NPL
61.8, 1960, Mar Average, Nepal, NPL
30.8, 1960, Apr Average, Nepal, NPL
102.3, 1960, May Average, Nepal, NPL
161.6, 1960, Jun Average, Nepal, NPL
358.1, 1960, Jul Average, Nepal, NPL
248.9, 1960, Aug Average, Nepal, NPL
171.7, 1960, Sep Average, Nepal, NPL
70.5, 1960, Oct Average, Nepal, NPL
3.1, 1960, Nov Average, Nepal, NPL
1.8, 1960, Dec Average, Nepal, NPL
38.1, 1961, Jan Average, Nepal, NPL
57.0, 1961, Feb Average, Nepal, NPL
21.8, 1961, Mar Average, Nepal, NPL
21.2, 1961, Apr Average, Nepal, NPL
59.1, 1961, May Average, Nepal, NPL
270.7, 1961, Jun Average, Nepal, NPL
288.9, 1961, Jul Average, Nepal, NPL
396.4, 1961, Aug Average, Nepal, NPL
170.8, 1961, Sep Average, Nepal, NPL
131.0, 1961, Oct Average, Nepal, NPL
4.5, 1961, Nov Average, Nepal, NPL
20.4, 1961, Dec Average, Nepal, NPL
54.8, 1962, Jan Average, Nepal, NPL
53.7, 1962, Feb Average, Nepal, NPL
47.8, 1962, Mar Average, Nepal, NPL
69.6, 1962, Apr Average, Nepal, NPL
85.0, 1962, May Average, Nepal, NPL
262.2, 1962, Jun Average, Nepal, NPL
406.4, 1962, Jul Average, Nepal, NPL
400.4, 1962, Aug Average, Nepal, NPL
234.4, 1962, Sep Average, Nepal, NPL
17.3, 1962, Oct Average, Nepal, NPL
0.6, 1962, Nov Average, Nepal, NPL
8.4, 1962, Dec Average, Nepal, NPL
7.8, 1963, Jan Average, Nepal, NPL
13.7, 1963, Feb Average, Nepal, NPL
82.9, 1963, Mar Average, Nepal, NPL
66.0, 1963, Apr Average, Nepal, NPL
87.1, 1963, May Average, Nepal, NPL
209.6, 1963, Jun Average, Nepal, NPL
375.1, 1963, Jul Average, Nepal, NPL
349.6, 1963, Aug Average, Nepal, NPL
210.4, 1963, Sep Average, Nepal, NPL
52.9, 1963, Oct Average, Nepal, NPL
37.0, 1963, Nov Average, Nepal, NPL
12.4, 1963, Dec Average, Nepal, NPL
5.9, 1964, Jan Average, Nepal, NPL
8.9, 1964, Feb Average, Nepal, NPL
14.6, 1964, Mar Average, Nepal, NPL
58.9, 1964, Apr Average, Nepal, NPL
94.4, 1964, May Average, Nepal, NPL
134.0, 1964, Jun Average, Nepal, NPL
506.1, 1964, Jul Average, Nepal, NPL
254.5, 1964, Aug Average, Nepal, NPL
214.8, 1964, Sep Average, Nepal, NPL
27.9, 1964, Oct Average, Nepal, NPL
2.1, 1964, Nov Average, Nepal, NPL
12.0, 1964, Dec Average, Nepal, NPL
11.9, 1965, Jan Average, Nepal, NPL
27.4, 1965, Feb Average, Nepal, NPL
50.8, 1965, Mar Average, Nepal, NPL
32.3, 1965, Apr Average, Nepal, NPL
37.4, 1965, May Average, Nepal, NPL
178.5, 1965, Jun Average, Nepal, NPL
422.6, 1965, Jul Average, Nepal, NPL
351.2, 1965, Aug Average, Nepal, NPL
117.5, 1965, Sep Average, Nepal, NPL
55.0, 1965, Oct Average, Nepal, NPL
27.7, 1965, Nov Average, Nepal, NPL
0.6, 1965, Dec Average, Nepal, NPL
26.5, 1966, Jan Average, Nepal, NPL
31.4, 1966, Feb Average, Nepal, NPL
2.7, 1966, Mar Average, Nepal, NPL
13.4, 1966, Apr Average, Nepal, NPL
67.5, 1966, May Average, Nepal, NPL
141.5, 1966, Jun Average, Nepal, NPL
407.6, 1966, Jul Average, Nepal, NPL
344.6, 1966, Aug Average, Nepal, NPL
122.6, 1966, Sep Average, Nepal, NPL
22.7, 1966, Oct Average, Nepal, NPL
5.2, 1966, Nov Average, Nepal, NPL
10.5, 1966, Dec Average, Nepal, NPL
20.7, 1967, Jan Average, Nepal, NPL
14.6, 1967, Feb Average, Nepal, NPL
49.3, 1967, Mar Average, Nepal, NPL
45.1, 1967, Apr Average, Nepal, NPL
59.3, 1967, May Average, Nepal, NPL
157.2, 1967, Jun Average, Nepal, NPL
307.9, 1967, Jul Average, Nepal, NPL
335.3, 1967, Aug Average, Nepal, NPL
218.9, 1967, Sep Average, Nepal, NPL
19.2, 1967, Oct Average, Nepal, NPL
1.7, 1967, Nov Average, Nepal, NPL
6.6, 1967, Dec Average, Nepal, NPL
48.4, 1968, Jan Average, Nepal, NPL
14.9, 1968, Feb Average, Nepal, NPL
52.8, 1968, Mar Average, Nepal, NPL
35.3, 1968, Apr Average, Nepal, NPL
40.3, 1968, May Average, Nepal, NPL
258.2, 1968, Jun Average, Nepal, NPL
334.0, 1968, Jul Average, Nepal, NPL
296.6, 1968, Aug Average, Nepal, NPL
193.1, 1968, Sep Average, Nepal, NPL
117.9, 1968, Oct Average, Nepal, NPL
4.4, 1968, Nov Average, Nepal, NPL
6.7, 1968, Dec Average, Nepal, NPL
9.2, 1969, Jan Average, Nepal, NPL
6.8, 1969, Feb Average, Nepal, NPL
50.1, 1969, Mar Average, Nepal, NPL
73.6, 1969, Apr Average, Nepal, NPL
50.1, 1969, May Average, Nepal, NPL
168.8, 1969, Jun Average, Nepal, NPL
395.2, 1969, Jul Average, Nepal, NPL
252.6, 1969, Aug Average, Nepal, NPL
199.7, 1969, Sep Average, Nepal, NPL
10.6, 1969, Oct Average, Nepal, NPL
6.6, 1969, Nov Average, Nepal, NPL
5.6, 1969, Dec Average, Nepal, NPL
29.0, 1970, Jan Average, Nepal, NPL
37.5, 1970, Feb Average, Nepal, NPL
30.6, 1970, Mar Average, Nepal, NPL
23.2, 1970, Apr Average, Nepal, NPL
120.1, 1970, May Average, Nepal, NPL
249.0, 1970, Jun Average, Nepal, NPL
379.9, 1970, Jul Average, Nepal, NPL
294.0, 1970, Aug Average, Nepal, NPL
199.7, 1970, Sep Average, Nepal, NPL
46.4, 1970, Oct Average, Nepal, NPL
3.5, 1970, Nov Average, Nepal, NPL
3.0, 1970, Dec Average, Nepal, NPL
11.5, 1971, Jan Average, Nepal, NPL
27.8, 1971, Feb Average, Nepal, NPL
28.6, 1971, Mar Average, Nepal, NPL
157.7, 1971, Apr Average, Nepal, NPL
138.8, 1971, May Average, Nepal, NPL
357.2, 1971, Jun Average, Nepal, NPL
308.7, 1971, Jul Average, Nepal, NPL
312.1, 1971, Aug Average, Nepal, NPL
170.9, 1971, Sep Average, Nepal, NPL
140.9, 1971, Oct Average, Nepal, NPL
14.6, 1971, Nov Average, Nepal, NPL
0.3, 1971, Dec Average, Nepal, NPL
6.9, 1972, Jan Average, Nepal, NPL
43.9, 1972, Feb Average, Nepal, NPL
30.0, 1972, Mar Average, Nepal, NPL
38.1, 1972, Apr Average, Nepal, NPL
56.4, 1972, May Average, Nepal, NPL
208.4, 1972, Jun Average, Nepal, NPL
315.3, 1972, Jul Average, Nepal, NPL
208.4, 1972, Aug Average, Nepal, NPL
260.2, 1972, Sep Average, Nepal, NPL
56.2, 1972, Oct Average, Nepal, NPL
17.9, 1972, Nov Average, Nepal, NPL
2.1, 1972, Dec Average, Nepal, NPL
52.1, 1973, Jan Average, Nepal, NPL
48.2, 1973, Feb Average, Nepal, NPL
41.9, 1973, Mar Average, Nepal, NPL
19.4, 1973, Apr Average, Nepal, NPL
111.2, 1973, May Average, Nepal, NPL
323.1, 1973, Jun Average, Nepal, NPL
253.2, 1973, Jul Average, Nepal, NPL
297.5, 1973, Aug Average, Nepal, NPL
249.7, 1973, Sep Average, Nepal, NPL
193.8, 1973, Oct Average, Nepal, NPL
13.3, 1973, Nov Average, Nepal, NPL
0.1, 1973, Dec Average, Nepal, NPL
19.3, 1974, Jan Average, Nepal, NPL
14.7, 1974, Feb Average, Nepal, NPL
33.2, 1974, Mar Average, Nepal, NPL
38.5, 1974, Apr Average, Nepal, NPL
90.9, 1974, May Average, Nepal, NPL
176.5, 1974, Jun Average, Nepal, NPL
424.2, 1974, Jul Average, Nepal, NPL
352.2, 1974, Aug Average, Nepal, NPL
200.2, 1974, Sep Average, Nepal, NPL
50.3, 1974, Oct Average, Nepal, NPL
1.2, 1974, Nov Average, Nepal, NPL
15.5, 1974, Dec Average, Nepal, NPL
41.8, 1975, Jan Average, Nepal, NPL
34.8, 1975, Feb Average, Nepal, NPL
28.9, 1975, Mar Average, Nepal, NPL
25.4, 1975, Apr Average, Nepal, NPL
89.1, 1975, May Average, Nepal, NPL
337.4, 1975, Jun Average, Nepal, NPL
340.9, 1975, Jul Average, Nepal, NPL
279.4, 1975, Aug Average, Nepal, NPL
297.7, 1975, Sep Average, Nepal, NPL
66.3, 1975, Oct Average, Nepal, NPL
0.0, 1975, Nov Average, Nepal, NPL
0.4, 1975, Dec Average, Nepal, NPL
16.5, 1976, Jan Average, Nepal, NPL
30.5, 1976, Feb Average, Nepal, NPL
5.5, 1976, Mar Average, Nepal, NPL
46.5, 1976, Apr Average, Nepal, NPL
124.4, 1976, May Average, Nepal, NPL
240.5, 1976, Jun Average, Nepal, NPL
302.6, 1976, Jul Average, Nepal, NPL
334.4, 1976, Aug Average, Nepal, NPL
181.7, 1976, Sep Average, Nepal, NPL
30.1, 1976, Oct Average, Nepal, NPL
0.2, 1976, Nov Average, Nepal, NPL
1.0, 1976, Dec Average, Nepal, NPL
17.6, 1977, Jan Average, Nepal, NPL
11.6, 1977, Feb Average, Nepal, NPL
12.9, 1977, Mar Average, Nepal, NPL
95.4, 1977, Apr Average, Nepal, NPL
130.2, 1977, May Average, Nepal, NPL
123.8, 1977, Jun Average, Nepal, NPL
312.4, 1977, Jul Average, Nepal, NPL
299.6, 1977, Aug Average, Nepal, NPL
125.4, 1977, Sep Average, Nepal, NPL
68.1, 1977, Oct Average, Nepal, NPL
17.3, 1977, Nov Average, Nepal, NPL
38.3, 1977, Dec Average, Nepal, NPL
11.8, 1978, Jan Average, Nepal, NPL
40.9, 1978, Feb Average, Nepal, NPL
76.8, 1978, Mar Average, Nepal, NPL
76.4, 1978, Apr Average, Nepal, NPL
134.6, 1978, May Average, Nepal, NPL
275.0, 1978, Jun Average, Nepal, NPL
346.9, 1978, Jul Average, Nepal, NPL
266.3, 1978, Aug Average, Nepal, NPL
193.0, 1978, Sep Average, Nepal, NPL
48.7, 1978, Oct Average, Nepal, NPL
27.3, 1978, Nov Average, Nepal, NPL
9.9, 1978, Dec Average, Nepal, NPL
15.4, 1979, Jan Average, Nepal, NPL
51.6, 1979, Feb Average, Nepal, NPL
12.4, 1979, Mar Average, Nepal, NPL
62.9, 1979, Apr Average, Nepal, NPL
77.8, 1979, May Average, Nepal, NPL
181.0, 1979, Jun Average, Nepal, NPL
358.6, 1979, Jul Average, Nepal, NPL
301.8, 1979, Aug Average, Nepal, NPL
113.7, 1979, Sep Average, Nepal, NPL
64.9, 1979, Oct Average, Nepal, NPL
25.6, 1979, Nov Average, Nepal, NPL
52.8, 1979, Dec Average, Nepal, NPL
7.0, 1980, Jan Average, Nepal, NPL
25.0, 1980, Feb Average, Nepal, NPL
53.4, 1980, Mar Average, Nepal, NPL
16.9, 1980, Apr Average, Nepal, NPL
116.3, 1980, May Average, Nepal, NPL
223.0, 1980, Jun Average, Nepal, NPL
379.8, 1980, Jul Average, Nepal, NPL
301.0, 1980, Aug Average, Nepal, NPL
213.6, 1980, Sep Average, Nepal, NPL
34.8, 1980, Oct Average, Nepal, NPL
1.4, 1980, Nov Average, Nepal, NPL
4.5, 1980, Dec Average, Nepal, NPL
29.5, 1981, Jan Average, Nepal, NPL
12.9, 1981, Feb Average, Nepal, NPL
69.3, 1981, Mar Average, Nepal, NPL
72.3, 1981, Apr Average, Nepal, NPL
120.2, 1981, May Average, Nepal, NPL
159.2, 1981, Jun Average, Nepal, NPL
371.2, 1981, Jul Average, Nepal, NPL
300.5, 1981, Aug Average, Nepal, NPL
218.9, 1981, Sep Average, Nepal, NPL
2.2, 1981, Oct Average, Nepal, NPL
38.3, 1981, Nov Average, Nepal, NPL
6.8, 1981, Dec Average, Nepal, NPL
35.1, 1982, Jan Average, Nepal, NPL
32.6, 1982, Feb Average, Nepal, NPL
81.4, 1982, Mar Average, Nepal, NPL
62.8, 1982, Apr Average, Nepal, NPL
81.0, 1982, May Average, Nepal, NPL
166.7, 1982, Jun Average, Nepal, NPL
276.8, 1982, Jul Average, Nepal, NPL
269.3, 1982, Aug Average, Nepal, NPL
183.2, 1982, Sep Average, Nepal, NPL
24.1, 1982, Oct Average, Nepal, NPL
25.2, 1982, Nov Average, Nepal, NPL
12.3, 1982, Dec Average, Nepal, NPL
35.5, 1983, Jan Average, Nepal, NPL
15.0, 1983, Feb Average, Nepal, NPL
23.9, 1983, Mar Average, Nepal, NPL
79.6, 1983, Apr Average, Nepal, NPL
159.3, 1983, May Average, Nepal, NPL
118.5, 1983, Jun Average, Nepal, NPL
368.4, 1983, Jul Average, Nepal, NPL
273.7, 1983, Aug Average, Nepal, NPL
291.0, 1983, Sep Average, Nepal, NPL
127.6, 1983, Oct Average, Nepal, NPL
8.6, 1983, Nov Average, Nepal, NPL
29.2, 1983, Dec Average, Nepal, NPL
26.8, 1984, Jan Average, Nepal, NPL
29.8, 1984, Feb Average, Nepal, NPL
13.4, 1984, Mar Average, Nepal, NPL
51.9, 1984, Apr Average, Nepal, NPL
114.9, 1984, May Average, Nepal, NPL
254.3, 1984, Jun Average, Nepal, NPL
386.8, 1984, Jul Average, Nepal, NPL
228.3, 1984, Aug Average, Nepal, NPL
291.6, 1984, Sep Average, Nepal, NPL
18.4, 1984, Oct Average, Nepal, NPL
0.8, 1984, Nov Average, Nepal, NPL
11.8, 1984, Dec Average, Nepal, NPL
17.4, 1985, Jan Average, Nepal, NPL
7.4, 1985, Feb Average, Nepal, NPL
9.7, 1985, Mar Average, Nepal, NPL
38.4, 1985, Apr Average, Nepal, NPL
120.0, 1985, May Average, Nepal, NPL
154.9, 1985, Jun Average, Nepal, NPL
419.9, 1985, Jul Average, Nepal, NPL
283.5, 1985, Aug Average, Nepal, NPL
306.9, 1985, Sep Average, Nepal, NPL
159.4, 1985, Oct Average, Nepal, NPL
3.0, 1985, Nov Average, Nepal, NPL
64.2, 1985, Dec Average, Nepal, NPL
1.9, 1986, Jan Average, Nepal, NPL
28.5, 1986, Feb Average, Nepal, NPL
27.9, 1986, Mar Average, Nepal, NPL
76.8, 1986, Apr Average, Nepal, NPL
127.6, 1986, May Average, Nepal, NPL
184.8, 1986, Jun Average, Nepal, NPL
309.4, 1986, Jul Average, Nepal, NPL
274.8, 1986, Aug Average, Nepal, NPL
219.1, 1986, Sep Average, Nepal, NPL
66.3, 1986, Oct Average, Nepal, NPL
8.9, 1986, Nov Average, Nepal, NPL
58.8, 1986, Dec Average, Nepal, NPL
7.8, 1987, Jan Average, Nepal, NPL
36.2, 1987, Feb Average, Nepal, NPL
45.1, 1987, Mar Average, Nepal, NPL
69.1, 1987, Apr Average, Nepal, NPL
84.3, 1987, May Average, Nepal, NPL
137.3, 1987, Jun Average, Nepal, NPL
417.5, 1987, Jul Average, Nepal, NPL
343.9, 1987, Aug Average, Nepal, NPL
192.5, 1987, Sep Average, Nepal, NPL
100.8, 1987, Oct Average, Nepal, NPL
1.0, 1987, Nov Average, Nepal, NPL
19.4, 1987, Dec Average, Nepal, NPL
6.2, 1988, Jan Average, Nepal, NPL
38.6, 1988, Feb Average, Nepal, NPL
75.9, 1988, Mar Average, Nepal, NPL
72.4, 1988, Apr Average, Nepal, NPL
104.4, 1988, May Average, Nepal, NPL
163.6, 1988, Jun Average, Nepal, NPL
424.3, 1988, Jul Average, Nepal, NPL
359.9, 1988, Aug Average, Nepal, NPL
142.6, 1988, Sep Average, Nepal, NPL
8.2, 1988, Oct Average, Nepal, NPL
7.7, 1988, Nov Average, Nepal, NPL
60.9, 1988, Dec Average, Nepal, NPL
59.9, 1989, Jan Average, Nepal, NPL
20.3, 1989, Feb Average, Nepal, NPL
25.9, 1989, Mar Average, Nepal, NPL
7.2, 1989, Apr Average, Nepal, NPL
122.8, 1989, May Average, Nepal, NPL
159.2, 1989, Jun Average, Nepal, NPL
368.6, 1989, Jul Average, Nepal, NPL
272.1, 1989, Aug Average, Nepal, NPL
242.4, 1989, Sep Average, Nepal, NPL
22.6, 1989, Oct Average, Nepal, NPL
17.8, 1989, Nov Average, Nepal, NPL
5.2, 1989, Dec Average, Nepal, NPL
2.4, 1990, Jan Average, Nepal, NPL
79.0, 1990, Feb Average, Nepal, NPL
85.1, 1990, Mar Average, Nepal, NPL
56.7, 1990, Apr Average, Nepal, NPL
152.9, 1990, May Average, Nepal, NPL
199.5, 1990, Jun Average, Nepal, NPL
373.1, 1990, Jul Average, Nepal, NPL
280.6, 1990, Aug Average, Nepal, NPL
190.6, 1990, Sep Average, Nepal, NPL
46.6, 1990, Oct Average, Nepal, NPL
2.2, 1990, Nov Average, Nepal, NPL
20.9, 1990, Dec Average, Nepal, NPL
25.2, 1991, Jan Average, Nepal, NPL
22.7, 1991, Feb Average, Nepal, NPL
43.4, 1991, Mar Average, Nepal, NPL
59.1, 1991, Apr Average, Nepal, NPL
80.5, 1991, May Average, Nepal, NPL
228.8, 1991, Jun Average, Nepal, NPL
198.6, 1991, Jul Average, Nepal, NPL
322.8, 1991, Aug Average, Nepal, NPL
188.0, 1991, Sep Average, Nepal, NPL
10.0, 1991, Oct Average, Nepal, NPL
13.3, 1991, Nov Average, Nepal, NPL
21.9, 1991, Dec Average, Nepal, NPL
23.8, 1992, Jan Average, Nepal, NPL
23.0, 1992, Feb Average, Nepal, NPL
22.1, 1992, Mar Average, Nepal, NPL
40.2, 1992, Apr Average, Nepal, NPL
89.5, 1992, May Average, Nepal, NPL
121.4, 1992, Jun Average, Nepal, NPL
290.1, 1992, Jul Average, Nepal, NPL
270.0, 1992, Aug Average, Nepal, NPL
160.4, 1992, Sep Average, Nepal, NPL
45.2, 1992, Oct Average, Nepal, NPL
14.7, 1992, Nov Average, Nepal, NPL
5.4, 1992, Dec Average, Nepal, NPL
28.1, 1993, Jan Average, Nepal, NPL
21.2, 1993, Feb Average, Nepal, NPL
48.9, 1993, Mar Average, Nepal, NPL
57.3, 1993, Apr Average, Nepal, NPL
124.8, 1993, May Average, Nepal, NPL
164.7, 1993, Jun Average, Nepal, NPL
261.3, 1993, Jul Average, Nepal, NPL
222.0, 1993, Aug Average, Nepal, NPL
236.4, 1993, Sep Average, Nepal, NPL
12.9, 1993, Oct Average, Nepal, NPL
3.4, 1993, Nov Average, Nepal, NPL
2.9, 1993, Dec Average, Nepal, NPL
35.7, 1994, Jan Average, Nepal, NPL
46.4, 1994, Feb Average, Nepal, NPL
14.9, 1994, Mar Average, Nepal, NPL
43.0, 1994, Apr Average, Nepal, NPL
87.9, 1994, May Average, Nepal, NPL
188.7, 1994, Jun Average, Nepal, NPL
305.2, 1994, Jul Average, Nepal, NPL
307.4, 1994, Aug Average, Nepal, NPL
166.5, 1994, Sep Average, Nepal, NPL
11.4, 1994, Oct Average, Nepal, NPL
12.1, 1994, Nov Average, Nepal, NPL
4.1, 1994, Dec Average, Nepal, NPL
40.6, 1995, Jan Average, Nepal, NPL
42.9, 1995, Feb Average, Nepal, NPL
30.3, 1995, Mar Average, Nepal, NPL
32.4, 1995, Apr Average, Nepal, NPL
52.4, 1995, May Average, Nepal, NPL
197.8, 1995, Jun Average, Nepal, NPL
279.9, 1995, Jul Average, Nepal, NPL
342.8, 1995, Aug Average, Nepal, NPL
201.5, 1995, Sep Average, Nepal, NPL
15.9, 1995, Oct Average, Nepal, NPL
22.1, 1995, Nov Average, Nepal, NPL
18.2, 1995, Dec Average, Nepal, NPL
56.8, 1996, Jan Average, Nepal, NPL
39.0, 1996, Feb Average, Nepal, NPL
23.8, 1996, Mar Average, Nepal, NPL
40.6, 1996, Apr Average, Nepal, NPL
47.6, 1996, May Average, Nepal, NPL
243.9, 1996, Jun Average, Nepal, NPL
311.2, 1996, Jul Average, Nepal, NPL
310.7, 1996, Aug Average, Nepal, NPL
164.2, 1996, Sep Average, Nepal, NPL
65.3, 1996, Oct Average, Nepal, NPL
1.8, 1996, Nov Average, Nepal, NPL
3.0, 1996, Dec Average, Nepal, NPL
27.5, 1997, Jan Average, Nepal, NPL
12.1, 1997, Feb Average, Nepal, NPL
28.0, 1997, Mar Average, Nepal, NPL
133.9, 1997, Apr Average, Nepal, NPL
109.0, 1997, May Average, Nepal, NPL
194.5, 1997, Jun Average, Nepal, NPL
347.9, 1997, Jul Average, Nepal, NPL
270.4, 1997, Aug Average, Nepal, NPL
242.6, 1997, Sep Average, Nepal, NPL
33.3, 1997, Oct Average, Nepal, NPL
11.7, 1997, Nov Average, Nepal, NPL
97.9, 1997, Dec Average, Nepal, NPL
4.5, 1998, Jan Average, Nepal, NPL
25.1, 1998, Feb Average, Nepal, NPL
68.9, 1998, Mar Average, Nepal, NPL
70.1, 1998, Apr Average, Nepal, NPL
87.4, 1998, May Average, Nepal, NPL
191.3, 1998, Jun Average, Nepal, NPL
406.3, 1998, Jul Average, Nepal, NPL
398.0, 1998, Aug Average, Nepal, NPL
197.1, 1998, Sep Average, Nepal, NPL
51.1, 1998, Oct Average, Nepal, NPL
12.8, 1998, Nov Average, Nepal, NPL
3.2, 1998, Dec Average, Nepal, NPL
18.0, 1999, Jan Average, Nepal, NPL
15.8, 1999, Feb Average, Nepal, NPL
8.2, 1999, Mar Average, Nepal, NPL
21.9, 1999, Apr Average, Nepal, NPL
141.8, 1999, May Average, Nepal, NPL
203.5, 1999, Jun Average, Nepal, NPL
466.5, 1999, Jul Average, Nepal, NPL
322.2, 1999, Aug Average, Nepal, NPL
261.9, 1999, Sep Average, Nepal, NPL
94.6, 1999, Oct Average, Nepal, NPL
2.6, 1999, Nov Average, Nepal, NPL
8.3, 1999, Dec Average, Nepal, NPL
9.5, 2000, Jan Average, Nepal, NPL
32.4, 2000, Feb Average, Nepal, NPL
23.1, 2000, Mar Average, Nepal, NPL
55.5, 2000, Apr Average, Nepal, NPL
207.9, 2000, May Average, Nepal, NPL
247.4, 2000, Jun Average, Nepal, NPL
329.0, 2000, Jul Average, Nepal, NPL
335.8, 2000, Aug Average, Nepal, NPL
224.8, 2000, Sep Average, Nepal, NPL
9.9, 2000, Oct Average, Nepal, NPL
4.0, 2000, Nov Average, Nepal, NPL
4.0, 2000, Dec Average, Nepal, NPL
14.1, 2001, Jan Average, Nepal, NPL
21.4, 2001, Feb Average, Nepal, NPL
17.0, 2001, Mar Average, Nepal, NPL
58.8, 2001, Apr Average, Nepal, NPL
233.2, 2001, May Average, Nepal, NPL
215.2, 2001, Jun Average, Nepal, NPL
406.4, 2001, Jul Average, Nepal, NPL
278.0, 2001, Aug Average, Nepal, NPL
128.9, 2001, Sep Average, Nepal, NPL
38.5, 2001, Oct Average, Nepal, NPL
4.1, 2001, Nov Average, Nepal, NPL
6.1, 2001, Dec Average, Nepal, NPL
30.0, 2002, Jan Average, Nepal, NPL
45.7, 2002, Feb Average, Nepal, NPL
64.3, 2002, Mar Average, Nepal, NPL
65.8, 2002, Apr Average, Nepal, NPL
94.7, 2002, May Average, Nepal, NPL
139.8, 2002, Jun Average, Nepal, NPL
360.5, 2002, Jul Average, Nepal, NPL
366.1, 2002, Aug Average, Nepal, NPL
199.1, 2002, Sep Average, Nepal, NPL
56.6, 2002, Oct Average, Nepal, NPL
18.5, 2002, Nov Average, Nepal, NPL
